bin	uniqueBacSCGs	redundantBacSCGs	uniqueArcSCGs	redundantArcSCGs	bacRatio	arcRatio	size	contigs	N50	binScore	SCG_completeness	SCG_redundancy
IndD_metabat_bins.330	47	0	12	0	0.92156862745098	0.315789473684211	1057838	48	33171	0.9216	92.16	0
IndD_metabat_bins.40	48	1	14	0	0.941176470588235	0.368421052631579	1630338	32	80298	0.9189	94.12	1.96
concoct.138_sub	48	1	14	0	0.941176470588235	0.368421052631579	2341227	76	67770	0.9189	94.12	1.96
IndD_metabat_bins.300	48	1	14	0	0.941176470588235	0.368421052631579	1256161	25	66854	0.9189	94.12	1.96
IndD_metabat_bins.337	48	1	13	0	0.941176470588235	0.342105263157895	2598061	82	46539	0.9189	94.12	1.96
concoct.155	48	1	13	1	0.941176470588235	0.342105263157895	2209560	124	32390	0.9189	94.12	2.63
concoct.257	48	1	12	0	0.941176470588235	0.315789473684211	2403492	162	29009	0.9189	94.12	1.96
concoct.159	48	1	13	0	0.941176470588235	0.342105263157895	1161253	230	6508	0.9189	94.12	1.96
concoct.169	48	1	14	0	0.941176470588235	0.368421052631579	1721298	411	4925	0.9189	94.12	1.96
IndD_metabat_bins.62	49	2	14	0	0.96078431372549	0.368421052631579	1842015	27	105247	0.9167	96.08	3.92
IndD_metabat_bins.291	49	2	13	0	0.96078431372549	0.342105263157895	2429370	56	63718	0.9167	96.08	3.92
IndD_metabat_bins.226	49	2	14	1	0.96078431372549	0.368421052631579	2517702	146	24910	0.9167	96.08	3.92
concoct.167	49	2	11	0	0.96078431372549	0.289473684210526	2058438	229	12670	0.9167	96.08	3.92
concoct.102	50	3	14	1	0.980392156862745	0.368421052631579	3441448	79	67122	0.915	98.04	5.88
concoct.145_sub	50	3	15	1	0.980392156862745	0.394736842105263	2172337	114	25090	0.915	98.04	5.88
concoct.189	50	3	13	0	0.980392156862745	0.342105263157895	3184202	312	17037	0.9052	98.04	5.88
IndD_metabat_bins.14	46	0	14	0	0.901960784313726	0.368421052631579	1596871	26	79048	0.902	90.2	0
IndD_metabat_bins.292	46	0	13	0	0.901960784313726	0.342105263157895	4958057	151	48967	0.902	90.2	0
concoct.21	46	0	11	0	0.901960784313726	0.289473684210526	2498648	89	44253	0.902	90.2	0
IndD_metabat_bins.222	46	0	14	1	0.901960784313726	0.368421052631579	1957386	175	17535	0.902	90.2	2.63
IndD_metabat_bins.249	47	1	12	1	0.92156862745098	0.315789473684211	1335898	49	48903	0.899	92.16	2.63
concoct.24	47	1	12	2	0.92156862745098	0.315789473684211	3113432	134	37314	0.899	92.16	5.26
concoct.176	47	1	12	0	0.92156862745098	0.315789473684211	1760341	239	10917	0.899	92.16	1.96
IndD_metabat_bins.4_sub	48	2	14	0	0.941176470588235	0.368421052631579	2439910	75	50417	0.8966	94.12	3.92
IndD_metabat_bins.288	48	2	14	0	0.941176470588235	0.368421052631579	3019034	208	25537	0.8966	94.12	3.92
IndD_metabat_bins.26	49	3	12	1	0.96078431372549	0.315789473684211	2334253	77	54701	0.8946	96.08	5.88
concoct.98_sub	49	2	12	0	0.96078431372549	0.315789473684211	2269930	70	76490	0.9167	96.08	3.92
concoct.186	48	2	14	1	0.941176470588235	0.368421052631579	3106827	73	144781	0.8868	94.12	3.92
concoct.148	45	0	13	0	0.882352941176471	0.342105263157895	3054012	51	102297	0.8824	88.24	0
IndD_metabat_bins.10_sub	45	0	10	0	0.882352941176471	0.263157894736842	3042351	419	9164	0.8824	88.24	0
IndD_metabat_bins.45	46	1	13	1	0.901960784313726	0.342105263157895	1127818	44	52034	0.8791	90.2	2.63
IndD_metabat_bins.255	46	1	13	0	0.901960784313726	0.342105263157895	2384893	63	47352	0.8791	90.2	1.96
IndD_metabat_bins.227	46	1	11	1	0.901960784313726	0.289473684210526	1373820	68	33914	0.8791	90.2	2.63
concoct.231	46	1	10	1	0.901960784313726	0.263157894736842	1473042	385	4557	0.8791	90.2	2.63
IndD_metabat_bins.99	47	2	12	0	0.92156862745098	0.315789473684211	2998704	108	47940	0.8764	92.16	3.92
IndD_metabat_bins.132	47	2	10	1	0.92156862745098	0.263157894736842	2699441	155	24157	0.8764	92.16	3.92
concoct.28_sub	50	2	14	0	0.980392156862745	0.368421052631579	2992040	93	65820	0.9368	98.04	3.92
concoct.38	47	2	13	1	0.92156862745098	0.342105263157895	2932020	602	6992	0.8764	92.16	3.92
concoct.71	50	5	13	0	0.980392156862745	0.342105263157895	1934240	19	157848	0.8714	98.04	9.8
concoct.255	50	5	13	2	0.980392156862745	0.342105263157895	2173903	25	139274	0.8714	98.04	9.8
IndD_metabat_bins.190	44	0	11	0	0.862745098039216	0.289473684210526	1650496	101	22856	0.8627	86.27	0
IndD_metabat_bins.241	45	1	10	1	0.882352941176471	0.263157894736842	2415317	90	35621	0.8592	88.24	2.63
concoct.229	45	1	12	0	0.882352941176471	0.315789473684211	2324910	299	13426	0.8592	88.24	1.96
concoct.170	46	2	13	2	0.901960784313726	0.342105263157895	3445317	187	33951	0.8563	90.2	5.26
IndD_metabat_bins.48	49	5	14	1	0.96078431372549	0.368421052631579	1764107	18	254657	0.8505	96.08	9.8
IndD_metabat_bins.256	43	0	11	0	0.843137254901961	0.289473684210526	1103940	29	59978	0.8431	84.31	0
IndD_metabat_bins.149	49	5	13	2	0.96078431372549	0.342105263157895	6402253	421	22396	0.8407	96.08	9.8
IndD_metabat_bins.8	44	1	11	1	0.862745098039216	0.289473684210526	1378530	54	38843	0.8393	86.27	2.63
IndD_metabat_bins.144	44	1	12	0	0.862745098039216	0.315789473684211	1114710	53	33059	0.8393	86.27	1.96
concoct.69	44	1	7	0	0.862745098039216	0.184210526315789	1918322	454	5059	0.8393	86.27	1.96
IndD_metabat_bins.214_sub	45	2	13	0	0.882352941176471	0.342105263157895	2889901	99	42688	0.8361	88.24	3.92
concoct.241_sub	45	2	15	1	0.882352941176471	0.394736842105263	2789293	123	33910	0.8361	88.24	3.92
IndD_metabat_bins.200	45	2	11	1	0.882352941176471	0.289473684210526	2189502	219	13060	0.8361	88.24	3.92
concoct.198	45	2	10	1	0.882352941176471	0.263157894736842	1793889	335	6327	0.8361	88.24	3.92
concoct.128	45	2	11	0	0.882352941176471	0.289473684210526	1451306	388	4126	0.8361	88.24	3.92
IndD_metabat_bins.68	50	6	12	2	0.980392156862745	0.315789473684211	1801952	113	34420	0.83	98.04	11.76
IndD_metabat_bins.7	42	0	12	0	0.823529411764706	0.315789473684211	1964149	24	122863	0.8235	82.35	0
IndD_metabat_bins.301	43	1	13	0	0.843137254901961	0.342105263157895	1255295	39	47593	0.8194	84.31	1.96
IndD_metabat_bins.123	44	2	13	1	0.862745098039216	0.342105263157895	2572364	177	22446	0.8159	86.27	3.92
IndD_metabat_bins.103	47	5	11	0	0.92156862745098	0.289473684210526	2008550	507	4510	0.8087	92.16	9.8
concoct.127	51	9	14	0	1	0.368421052631579	3379936	45	111468	0.8059	100	17.65
concoct.254	40	0	11	0	0.784313725490196	0.289473684210526	1292829	301	4869	0.7843	78.43	0
concoct.109	41	2	9	0	0.803921568627451	0.236842105263158	2364089	409	7271	0.755	80.39	3.92
concoct.101_sub	51	10	12	4	1	0.315789473684211	2567829	206	17136	0.7549	100	19.61
concoct.202_sub	41	2	13	0	0.803921568627451	0.342105263157895	2925301	160	31436	0.7452	80.39	3.92
IndD_metabat_bins.318	38	0	5	0	0.745098039215686	0.131578947368421	889768	16	143740	0.7451	74.51	0
concoct.116	40	2	7	0	0.784313725490196	0.184210526315789	2283238	714	3488	0.7347	78.43	3.92
concoct.104	40	2	9	0	0.784313725490196	0.236842105263158	755519	342	2113	0.7347	78.43	3.92
IndD_metabat_bins.5	38	1	9	0	0.745098039215686	0.236842105263158	1187332	18	93922	0.7195	74.51	1.96
concoct.82	38	1	10	1	0.745098039215686	0.263157894736842	3242738	561	7812	0.7195	74.51	2.63
concoct.181	39	2	8	0	0.764705882352941	0.210526315789474	1523458	419	4243	0.7143	76.47	3.92
IndD_metabat_bins.56	37	1	8	0	0.725490196078431	0.210526315789474	1330911	181	9836	0.6995	72.55	1.96
IndD.207_sub	34	0	8	0	0.666666666666667	0.210526315789474	1350200	67	20154	0.6667	66.67	0
IndD_metabat_bins.247_sub	40	5	11	4	0.784313725490196	0.289473684210526	1968353	253	9557	0.6603	78.43	10.53
IndD.223_sub	36	2	5	0	0.705882352941177	0.131578947368421	1966057	81	24295	0.6529	70.59	3.92
concoct.29_sub	36	2	10	0	0.705882352941177	0.263157894736842	2886341	89	56087	0.6529	70.59	3.92
IndD.233_sub	38	3	9	3	0.745098039215686	0.236842105263158	1669309	90	20292	0.6487	74.51	7.89
IndD.246_sub	37	3	6	1	0.725490196078431	0.157894736842105	1234778	68	18183	0.6474	72.55	5.88
IndD.122_sub	33	0	2	0	0.647058823529412	0.0526315789473684	1425466	30	47493	0.6471	64.71	0
IndD.116_sub	33	0	6	1	0.647058823529412	0.157894736842105	772301	17	45442	0.6471	64.71	2.63
IndD.274_sub	42	7	5	1	0.823529411764706	0.131578947368421	3890943	273	14246	0.6451	82.35	13.73
concoct.77_sub	43	8	6	1	0.843137254901961	0.157894736842105	1556763	562	2854	0.6433	84.31	15.69
concoct.41_sub	49	15	11	2	0.96078431372549	0.289473684210526	2752472	191	32940	0.6301	96.08	29.41
concoct.111_sub	32	0	10	1	0.627450980392157	0.263157894736842	1747535	197	12442	0.6275	62.75	2.63
concoct.13	32	0	5	0	0.627450980392157	0.131578947368421	384411	174	2226	0.6275	62.75	0
concoct.260_sub	40	7	11	1	0.784313725490196	0.289473684210526	2500016	766	3449	0.6107	78.43	13.73
IndD_metabat_bins.3	31	0	9	0	0.607843137254902	0.236842105263158	945212	9	163321	0.6078	60.78	0
IndD_metabat_bins.234_sub	31	0	11	0	0.607843137254902	0.289473684210526	2675356	140	36519	0.6078	60.78	0
concoct.92_sub	49	16	14	9	0.96078431372549	0.368421052631579	4571313	557	11783	0.5982	96.08	31.37
IndD.204_sub	30	0	4	0	0.588235294117647	0.105263157894737	239220	9	26593	0.5882	58.82	0
IndD.213_sub	30	0	2	0	0.588235294117647	0.0526315789473684	1183339	57	25615	0.5882	58.82	0
IndD.250_sub	30	0	5	0	0.588235294117647	0.131578947368421	569154	33	17737	0.5882	58.82	0
IndD.262_sub	30	0	3	0	0.588235294117647	0.0789473684210526	381929	24	15919	0.5882	58.82	0
IndD_metabat_bins.221_sub	38	3	8	1	0.745098039215686	0.210526315789474	1509616	82	26422	0.6683	74.51	5.88
IndD.240_sub	35	4	8	0	0.686274509803922	0.210526315789474	1428570	75	19055	0.5785	68.63	7.84
IndD.288_sub	32	2	5	0	0.627450980392157	0.131578947368421	2278608	216	10548	0.5703	62.75	3.92
IndD.033	29	0	2	0	0.568627450980392	0.0526315789473684	194545	2	97829	0.5686	56.86	0
IndD_metabat_bins.60_sub	42	2	11	0	0.823529411764706	0.289473684210526	1784501	108	36353	0.7754	82.35	3.92
IndD.222_sub	36	3	4	1	0.705882352941177	0.105263157894737	1905453	585	3215	0.6265	70.59	5.88
IndD.232_sub	29	0	4	0	0.568627450980392	0.105263157894737	316456	15	21084	0.5686	56.86	0
IndD.260_sub	30	1	5	0	0.588235294117647	0.131578947368421	357490	22	16226	0.5584	58.82	1.96
IndD_metabat_bins.168_sub	27	0	12	0	0.529411764705882	0.315789473684211	6046755	52	149759	0.5294	52.94	0
IndD_metabat_bins.192_sub	50	20	13	10	0.980392156862745	0.342105263157895	2369219	223	16760	0.5247	98.04	39.22
IndD_metabat_bins.270_sub	28	1	10	0	0.549019607843137	0.263157894736842	2311148	70	43902	0.5178	54.9	1.96
IndD.229_sub	26	0	3	0	0.509803921568627	0.0789473684210526	346985	16	21743	0.5098	50.98	0
concoct.84_sub	30	3	5	0	0.588235294117647	0.131578947368421	1800440	603	3211	0.4988	58.82	5.88
IndD.267_sub	29	2	4	3	0.568627450980392	0.105263157894737	2779993	258	10718	0.4978	56.86	7.89
concoct.131_sub	27	1	12	0	0.529411764705882	0.315789473684211	4326189	90	80244	0.4974	52.94	1.96
concoct.106_sub	27	1	11	1	0.529411764705882	0.289473684210526	2422824	456	6463	0.4974	52.94	2.63
concoct.3_sub	27	1	9	0	0.529411764705882	0.236842105263158	1568475	392	4554	0.4974	52.94	1.96
IndD_metabat_bins.98_sub	25	0	8	0	0.490196078431373	0.210526315789474	973432	255	4489	0.4902	49.02	0
concoct.40	25	0	4	0	0.490196078431373	0.105263157894737	2118527	924	2269	0.4902	49.02	0
IndD.100_sub	28	2	3	0	0.549019607843137	0.0789473684210526	410586	8	51331	0.4866	54.9	3.92
IndD_metabat_bins.308_sub	50	20	16	10	0.980392156862745	0.421052631578947	1983001	30	121862	0.5345	98.04	39.22
IndD_metabat_bins.141_sub	24	0	11	0	0.470588235294118	0.289473684210526	3825499	73	93265	0.4706	47.06	0
concoct.49	27	2	8	2	0.529411764705882	0.210526315789474	2120916	847	2513	0.4654	52.94	5.26
IndD_metabat_bins.113_sub	25	1	6	0	0.490196078431373	0.157894736842105	1035115	7	164676	0.4564	49.02	1.96
IndD.058_sub	25	1	3	0	0.490196078431373	0.0789473684210526	771724	39	87159	0.4564	49.02	1.96
IndD_metabat_bins.172_sub	25	1	9	0	0.490196078431373	0.236842105263158	1484308	80	38766	0.4564	49.02	1.96
IndD.224_sub	25	1	4	0	0.490196078431373	0.105263157894737	813300	36	22669	0.4564	49.02	1.96
concoct.100_sub	25	1	9	0	0.490196078431373	0.236842105263158	1631393	434	4409	0.4564	49.02	1.96
IndD_metabat_bins.323_sub	23	0	11	1	0.450980392156863	0.289473684210526	1186144	34	62102	0.451	45.1	2.63
concoct.122_sub	23	0	5	0	0.450980392156863	0.131578947368421	1009951	344	2979	0.451	45.1	0
concoct.60	34	8	10	4	0.666666666666667	0.263157894736842	5122438	2086	2419	0.4275	66.67	15.69
IndD.041_sub	26	3	4	2	0.509803921568627	0.105263157894737	727642	17	88118	0.4112	50.98	5.88
IndD_metabat_bins.37_sub	24	2	12	0	0.470588235294118	0.315789473684211	2128092	163	19245	0.401	47.06	3.92
concoct.64_sub	24	2	8	0	0.470588235294118	0.210526315789474	2534813	498	6010	0.401	47.06	3.92
IndD.310_sub	33	9	7	2	0.647058823529412	0.184210526315789	3758878	504	7426	0.3952	64.71	17.65
concoct.53_sub	20	0	8	1	0.392156862745098	0.210526315789474	2643784	229	26299	0.3922	39.22	2.63
IndD_metabat_bins.171_sub	20	0	10	0	0.392156862745098	0.263157894736842	1906749	223	11077	0.3922	39.22	0
IndD.308_sub	20	0	4	0	0.392156862745098	0.105263157894737	1927599	256	7546	0.3922	39.22	0
IndD.142_sub	23	2	3	0	0.450980392156863	0.0789473684210526	1125494	467	2420	0.3792	45.1	3.92
IndD_metabat_bins.195_sub	21	1	8	0	0.411764705882353	0.210526315789474	1902342	116	27523	0.3734	41.18	1.96
IndD_metabat_bins.118_sub	19	0	10	0	0.372549019607843	0.263157894736842	643161	82	9994	0.3725	37.25	0
IndD.306_sub	19	0	2	0	0.372549019607843	0.0526315789473684	1362565	175	7823	0.3725	37.25	0
concoct.213_sub	19	0	7	0	0.372549019607843	0.184210526315789	1054830	410	2636	0.3725	37.25	0
IndD.296_sub	23	2	2	0	0.450980392156863	0.0526315789473684	1857194	202	9178	0.3694	45.1	3.92
IndD.323_sub	26	4	9	3	0.509803921568627	0.236842105263158	3325819	556	5969	0.3685	50.98	7.89
concoct.161_sub	28	6	13	5	0.549019607843137	0.342105263157895	5668377	226	68748	0.3616	54.9	13.16
IndD_metabat_bins.269_sub	18	0	7	0	0.352941176470588	0.184210526315789	1779910	63	48631	0.3529	35.29	0
IndD.127_sub	18	0	3	0	0.352941176470588	0.0789473684210526	955781	23	41494	0.3529	35.29	0
IndD.294_sub	20	1	4	2	0.392156862745098	0.105263157894737	1720280	226	7598	0.3524	39.22	5.26
concoct.95_sub	48	22	14	8	0.941176470588235	0.368421052631579	2774786	192	25112	0.3819	94.12	43.14
