bin	uniqueBacSCGs	redundantBacSCGs	uniqueArcSCGs	redundantArcSCGs	bacRatio	arcRatio	size	contigs	N50	binScore	SCG_completeness	SCG_redundancy
IndJ_metabat_bins.164_sub	50	1	11	0	0.980392156862745	0.289473684210526	1278958	14	141182	0.9586	98.04	1.96
concoct.150	50	1	14	0	0.980392156862745	0.368421052631579	2395429	51	102249	0.9586	98.04	1.96
IndJ_metabat_bins.163	50	1	14	1	0.980392156862745	0.368421052631579	2494828	49	92715	0.9586	98.04	2.63
concoct.44	50	1	14	1	0.980392156862745	0.368421052631579	2755232	57	87862	0.9586	98.04	2.63
concoct.28	50	1	13	0	0.980392156862745	0.342105263157895	2073325	65	57037	0.9586	98.04	1.96
concoct.173	51	2	14	1	1	0.368421052631579	4639702	73	180578	0.9569	100	3.92
concoct.72	51	2	14	0	1	0.368421052631579	2889877	34	123845	0.9569	100	3.92
concoct.171	51	2	13	1	1	0.342105263157895	2436488	61	61685	0.9569	100	3.92
concoct.135	51	2	12	1	1	0.315789473684211	3146924	101	54036	0.9569	100	3.92
IndJ_metabat_bins.101	51	2	13	0	1	0.342105263157895	2566890	152	30270	0.9471	100	3.92
IndJ_metabat_bins.114	48	0	11	0	0.941176470588235	0.289473684210526	1303798	16	163864	0.9412	94.12	0
IndJ_metabat_bins.72	48	0	13	0	0.941176470588235	0.342105263157895	2660571	32	111883	0.9412	94.12	0
concoct.38	48	0	10	0	0.941176470588235	0.263157894736842	2386533	300	11913	0.9412	94.12	0
concoct.124_sub	49	1	13	0	0.96078431372549	0.342105263157895	2546547	50	88702	0.9387	96.08	1.96
concoct.40	49	1	14	0	0.96078431372549	0.368421052631579	3249081	106	83654	0.9387	96.08	1.96
IndJ_metabat_bins.140	49	1	13	0	0.96078431372549	0.342105263157895	1852952	33	70644	0.9387	96.08	1.96
IndJ_metabat_bins.33	49	1	13	0	0.96078431372549	0.342105263157895	2642648	59	61532	0.9387	96.08	1.96
IndJ_metabat_bins.81	50	2	13	0	0.980392156862745	0.342105263157895	3240157	85	134300	0.9368	98.04	3.92
concoct.26	50	2	14	0	0.980392156862745	0.368421052631579	2598324	40	110200	0.9368	98.04	3.92
concoct.132_sub	50	2	12	1	0.980392156862745	0.315789473684211	1254793	37	67721	0.9368	98.04	3.92
IndJ_metabat_bins.161	50	2	14	0	0.980392156862745	0.368421052631579	1858303	52	64470	0.9368	98.04	3.92
concoct.85	50	2	13	0	0.980392156862745	0.342105263157895	2921812	80	58604	0.9368	98.04	3.92
IndJ_metabat_bins.98	51	3	12	0	1	0.315789473684211	2260073	47	95249	0.9353	100	5.88
concoct.49_sub	51	3	13	1	1	0.342105263157895	2817355	137	34748	0.9353	100	5.88
concoct.84	51	3	13	1	1	0.342105263157895	3033508	62	72789	0.9255	100	5.88
concoct.148	48	1	14	1	0.941176470588235	0.368421052631579	2832440	43	178451	0.9189	94.12	2.63
IndJ_metabat_bins.112	48	1	14	0	0.941176470588235	0.368421052631579	1746284	60	42015	0.9189	94.12	1.96
IndJ_metabat_bins.59	48	1	10	0	0.941176470588235	0.263157894736842	2258442	161	19799	0.9189	94.12	1.96
concoct.11	48	1	10	0	0.941176470588235	0.263157894736842	2333300	207	15343	0.9189	94.12	1.96
IndJ_metabat_bins.100	49	2	13	0	0.96078431372549	0.342105263157895	1884547	9	317055	0.9167	96.08	3.92
IndJ_metabat_bins.162	49	2	12	0	0.96078431372549	0.315789473684211	2467549	38	95832	0.9167	96.08	3.92
concoct.21	49	2	14	0	0.96078431372549	0.368421052631579	3430755	57	85955	0.9167	96.08	3.92
concoct.1	49	2	15	1	0.96078431372549	0.394736842105263	3114962	68	72739	0.9167	96.08	3.92
concoct.63	49	2	13	1	0.96078431372549	0.342105263157895	2125082	50	63852	0.9167	96.08	3.92
concoct.80_sub	49	2	13	0	0.96078431372549	0.342105263157895	2840117	141	30478	0.9167	96.08	3.92
concoct.145	49	2	13	1	0.96078431372549	0.342105263157895	2112435	131	24703	0.9167	96.08	3.92
IndJ_metabat_bins.120	49	2	12	1	0.96078431372549	0.315789473684211	2116824	148	21934	0.9167	96.08	3.92
IndJ_metabat_bins.139	48	1	11	0	0.941176470588235	0.289473684210526	2145063	45	68098	0.9091	94.12	1.96
concoct.71_sub	50	4	13	1	0.980392156862745	0.342105263157895	1626015	22	225499	0.8932	98.04	7.84
IndJ_metabat_bins.175	49	3	10	1	0.96078431372549	0.263157894736842	2524416	59	55484	0.8848	96.08	5.88
concoct.50	46	1	13	0	0.901960784313726	0.342105263157895	2420567	356	9266	0.8791	90.2	1.96
IndJ_metabat_bins.12	47	2	11	1	0.92156862745098	0.289473684210526	2461657	95	40258	0.8764	92.16	3.92
concoct.45	48	3	12	0	0.941176470588235	0.315789473684211	2888969	380	9341	0.8743	94.12	5.88
IndJ_metabat_bins.182	50	5	15	2	0.980392156862745	0.394736842105263	3268908	129	39298	0.8714	98.04	9.8
IndJ_metabat_bins.127_sub	45	1	15	0	0.882352941176471	0.394736842105263	2482269	98	47315	0.8592	88.24	1.96
concoct.46	45	1	12	0	0.882352941176471	0.315789473684211	2216723	273	11110	0.8592	88.24	1.96
concoct.16	45	1	13	1	0.882352941176471	0.342105263157895	2038592	267	10975	0.8592	88.24	2.63
IndJ_metabat_bins.155_sub	48	4	14	4	0.941176470588235	0.368421052631579	4199436	445	14253	0.8422	94.12	10.53
concoct.169_sub	47	2	13	0	0.92156862745098	0.342105263157895	2870405	310	14261	0.8666	92.16	3.92
IndJ_metabat_bins.69_sub	46	3	12	0	0.901960784313726	0.315789473684211	2713465	151	24728	0.8334	90.2	5.88
IndJ_metabat_bins.26	44	2	12	1	0.862745098039216	0.315789473684211	2009484	31	109841	0.8159	86.27	3.92
IndJ_metabat_bins.153	44	2	11	0	0.862745098039216	0.289473684210526	1948001	50	52972	0.8159	86.27	3.92
concoct.128	48	6	11	2	0.941176470588235	0.289473684210526	4793487	1272	4404	0.8074	94.12	11.76
IndJ_metabat_bins.73_sub	50	9	13	3	0.980392156862745	0.342105263157895	4602492	376	25577	0.7842	98.04	17.65
concoct.51	41	2	8	0	0.803921568627451	0.210526315789474	1478296	255	6889	0.755	80.39	3.92
concoct.155	41	3	11	1	0.803921568627451	0.289473684210526	1685741	580	3047	0.7306	80.39	5.88
IndJ.013_sub	37	1	4	0	0.725490196078431	0.105263157894737	1541693	257	7659	0.6995	72.55	1.96
IndJ_metabat_bins.92	38	3	9	0	0.745098039215686	0.236842105263158	1538606	339	5277	0.6683	74.51	5.88
concoct.152	33	0	10	0	0.647058823529412	0.263157894736842	1945121	689	2823	0.6471	64.71	0
IndJ_metabat_bins.180	32	0	5	0	0.627450980392157	0.131578947368421	309439	8	74592	0.6275	62.75	0
concoct.8_sub	42	3	11	1	0.823529411764706	0.289473684210526	2451358	23	192438	0.7513	82.35	5.88
concoct.69_sub	38	5	6	1	0.745098039215686	0.157894736842105	1694946	715	2350	0.6171	74.51	9.8
IndJ_metabat_bins.71_sub	39	6	10	0	0.764705882352941	0.263157894736842	1388129	201	8420	0.6136	76.47	11.76
IndJ.146_sub	36	5	9	3	0.705882352941177	0.236842105263158	3202661	351	10690	0.5539	70.59	9.8
IndJ_metabat_bins.74	28	1	11	0	0.549019607843137	0.289473684210526	2404324	81	49140	0.5178	54.9	1.96
IndJ.082_sub	26	0	1	0	0.509803921568627	0.0263157894736842	619782	13	47521	0.5098	50.98	0
concoct.78	26	0	13	1	0.509803921568627	0.342105263157895	2036887	139	20788	0.5098	50.98	2.63
IndJ.138_sub	26	0	2	0	0.509803921568627	0.0526315789473684	1075832	59	18221	0.5098	50.98	0
concoct.20_sub	29	2	13	1	0.568627450980392	0.342105263157895	2574330	89	43902	0.5076	56.86	3.92
IndJ_metabat_bins.58_sub	26	1	13	0	0.509803921568627	0.342105263157895	5138883	77	118813	0.4769	50.98	1.96
IndJ_metabat_bins.93_sub	24	0	12	0	0.470588235294118	0.315789473684211	5698241	112	92142	0.4706	47.06	0
concoct.95_sub	24	0	11	0	0.470588235294118	0.289473684210526	1367880	468	3000	0.4706	47.06	0
concoct.181_sub	23	0	2	0	0.450980392156863	0.0526315789473684	608096	26	48965	0.451	45.1	0
IndJ_metabat_bins.170	26	2	10	0	0.509803921568627	0.263157894736842	2480246	30	122025	0.444	50.98	3.92
concoct.97_sub	24	1	7	0	0.470588235294118	0.184210526315789	1783210	544	3625	0.4358	47.06	1.96
IndJ_metabat_bins.117	43	16	11	7	0.843137254901961	0.289473684210526	2449365	21	180420	0.4336	84.31	31.37
concoct.139	27	3	5	0	0.529411764705882	0.131578947368421	2038016	806	2546	0.4333	52.94	5.88
IndJ.144_sub	31	6	5	0	0.607843137254902	0.131578947368421	1383761	106	13137	0.4329	60.78	11.76
concoct.126_sub	41	14	8	4	0.803921568627451	0.210526315789474	6338719	2766	2244	0.4226	80.39	27.45
IndJ_metabat_bins.165_sub	21	0	9	0	0.411764705882353	0.236842105263158	2389135	127	31819	0.4118	41.18	0
concoct.10	21	0	10	0	0.411764705882353	0.263157894736842	1583874	514	3278	0.4118	41.18	0
concoct.159	21	0	3	0	0.411764705882353	0.0789473684210526	618559	271	2283	0.4118	41.18	0
concoct.96_sub	22	1	12	0	0.431372549019608	0.315789473684211	5162551	121	93551	0.3943	43.14	1.96
IndJ_metabat_bins.44_sub	20	0	11	0	0.392156862745098	0.289473684210526	2767833	71	49556	0.3922	39.22	0
IndJ.150_sub	21	1	8	1	0.411764705882353	0.210526315789474	1864923	168	11150	0.3734	41.18	2.63
concoct.101_sub	21	1	5	0	0.411764705882353	0.131578947368421	3737095	1153	3591	0.3734	41.18	1.96
IndJ_metabat_bins.62_sub	19	0	11	0	0.372549019607843	0.289473684210526	4186418	63	134020	0.3725	37.25	0
IndJ_metabat_bins.51_sub	19	0	12	0	0.372549019607843	0.315789473684211	3207405	38	131049	0.3725	37.25	0
IndJ.147_sub	20	1	2	0	0.392156862745098	0.0526315789473684	603837	150	5234	0.3524	39.22	1.96
