bin	uniqueBacSCGs	redundantBacSCGs	uniqueArcSCGs	redundantArcSCGs	bacRatio	arcRatio	size	contigs	N50	binScore	SCG_completeness	SCG_redundancy
IndE_metabat_bins.177_sub	37	2	13	0	0.725490196078431	0.342105263157895	2287195	122	31527	0.6734	72.55	3.92
concoct.204_sub	34	0	9	0	0.666666666666667	0.236842105263158	1662069	526	3400	0.6667	66.67	0
IndE.210_sub	35	1	10	1	0.686274509803922	0.263157894736842	3294426	246	13378	0.6593	68.63	2.63
concoct.13_sub	36	1	13	0	0.705882352941177	0.342105263157895	2525712	356	11293	0.6794	70.59	1.96
concoct.246	48	13	11	0	0.941176470588235	0.289473684210526	2619121	785	3750	0.6512	94.12	25.49
IndE_metabat_bins.271_sub	35	2	8	2	0.686274509803922	0.210526315789474	1282812	258	5821	0.6324	68.63	5.26
concoct.222_sub	44	9	7	0	0.862745098039216	0.184210526315789	2666440	861	3353	0.6322	86.27	17.65
concoct.250	32	0	10	0	0.627450980392157	0.263157894736842	1887757	521	4067	0.6275	62.75	0
IndE_metabat_bins.174_sub	34	2	12	0	0.666666666666667	0.315789473684211	2059234	117	28508	0.6118	66.67	3.92
IndE.190_sub	34	2	5	1	0.666666666666667	0.131578947368421	897398	42	21438	0.6118	66.67	3.92
concoct.32	31	0	8	0	0.607843137254902	0.210526315789474	1006833	357	2874	0.6078	60.78	0
concoct.119	32	1	9	0	0.627450980392157	0.236842105263158	1145346	423	2790	0.5989	62.75	1.96
IndE.186_sub	38	6	9	4	0.745098039215686	0.236842105263158	5156741	300	17226	0.5915	74.51	11.76
IndE_metabat_bins.134	33	2	10	0	0.647058823529412	0.263157894736842	1300212	129	13676	0.5911	64.71	3.92
concoct.180_sub	43	10	9	3	0.843137254901961	0.236842105263158	2017903	371	6628	0.6056	84.31	19.61
concoct.8_sub	40	7	9	1	0.784313725490196	0.236842105263158	3329462	580	7741	0.5911	78.43	13.73
IndE.124_sub	30	0	5	0	0.588235294117647	0.131578947368421	206011	5	41110	0.5882	58.82	0
IndE.040_sub	28	0	7	0	0.549019607843137	0.184210526315789	1190300	14	85128	0.549	54.9	0
IndE.266_sub	32	3	2	0	0.627450980392157	0.0526315789473684	1006864	114	8869	0.5418	62.75	5.88
concoct.43_sub	45	11	14	5	0.882352941176471	0.368421052631579	2119731	420	6060	0.6278	88.24	21.57
concoct.44_sub	48	18	11	3	0.941176470588235	0.289473684210526	2992163	865	3807	0.5299	94.12	35.29
IndE_metabat_bins.123_sub	27	0	9	0	0.529411764705882	0.236842105263158	3239733	119	37333	0.5294	52.94	0
IndE.155_sub	27	0	5	0	0.529411764705882	0.131578947368421	1379640	42	32779	0.5294	52.94	0
IndE.265_sub	35	6	7	3	0.686274509803922	0.184210526315789	3663771	412	8910	0.5246	68.63	11.76
IndE.199_sub	28	1	7	0	0.549019607843137	0.184210526315789	996767	42	23743	0.5178	54.9	1.96
concoct.73_sub	28	1	8	2	0.549019607843137	0.210526315789474	1499949	465	3541	0.5178	54.9	5.26
IndE.144_sub	26	0	2	0	0.509803921568627	0.0526315789473684	510876	13	39323	0.5098	50.98	0
IndE.202_sub	26	0	3	0	0.509803921568627	0.0789473684210526	236387	13	18259	0.5098	50.98	0
concoct.157_sub	26	0	11	0	0.509803921568627	0.289473684210526	3051802	807	4506	0.5098	50.98	0
concoct.55	29	2	7	1	0.568627450980392	0.184210526315789	1271903	502	2543	0.5076	56.86	3.92
concoct.103_sub	32	4	7	0	0.627450980392157	0.184210526315789	1905816	604	3448	0.5034	62.75	7.84
IndE.219_sub	30	3	1	0	0.588235294117647	0.0263157894736842	1317641	85	15474	0.4988	58.82	5.88
concoct.63_sub	49	20	14	11	0.96078431372549	0.368421052631579	3065330	254	20190	0.51	96.08	39.22
concoct.4_sub	46	18	12	1	0.901960784313726	0.315789473684211	1949762	139	21682	0.4907	90.2	35.29
concoct.112_sub	25	0	10	0	0.490196078431373	0.263157894736842	1455515	54	45371	0.4902	49.02	0
IndE_metabat_bins.230_sub	25	0	8	0	0.490196078431373	0.210526315789474	2289523	103	40390	0.4902	49.02	0
IndE.226_sub	25	0	5	0	0.490196078431373	0.131578947368421	413813	28	14781	0.4902	49.02	0
concoct.194	25	0	7	0	0.490196078431373	0.184210526315789	1369622	495	2844	0.4902	49.02	0
IndE.133_sub	28	2	5	0	0.549019607843137	0.131578947368421	762977	19	40089	0.4866	54.9	3.92
IndE_metabat_bins.99_sub	26	1	11	0	0.509803921568627	0.289473684210526	1623987	155	20714	0.4769	50.98	1.96
IndE.213_sub	24	0	1	0	0.470588235294118	0.0263157894736842	115954	7	16553	0.4706	47.06	0
IndE.248_sub	24	0	3	0	0.470588235294118	0.0789473684210526	455142	40	11380	0.4706	47.06	0
concoct.36_sub	24	0	12	2	0.470588235294118	0.315789473684211	2534653	392	10769	0.4706	47.06	5.26
concoct.201_sub	47	17	9	2	0.92156862745098	0.236842105263158	1554253	482	3561	0.4693	92.16	33.33
concoct.158_sub	30	4	10	3	0.588235294117647	0.263157894736842	2300417	287	15533	0.469	58.82	7.89
concoct.48	26	1	3	1	0.509803921568627	0.0789473684210526	1340490	587	2240	0.4671	50.98	2.63
IndE.275_sub	27	2	2	1	0.529411764705882	0.0526315789473684	2086428	279	7455	0.4654	52.94	3.92
IndE.250_sub	31	5	6	2	0.607843137254902	0.157894736842105	2485382	221	11258	0.462	60.78	9.8
IndE_metabat_bins.288_sub	27	2	10	0	0.529411764705882	0.263157894736842	2197397	85	35475	0.4556	52.94	3.92
IndE_metabat_bins.108_sub	23	0	11	1	0.450980392156863	0.289473684210526	1308658	67	29757	0.451	45.1	2.63
IndE.189_sub	23	0	1	0	0.450980392156863	0.0263157894736842	896722	42	21268	0.451	45.1	0
IndE.215_sub	23	0	3	0	0.450980392156863	0.0789473684210526	1094729	73	20480	0.451	45.1	0
IndE.227_sub	23	0	1	0	0.450980392156863	0.0263157894736842	367447	25	14611	0.451	45.1	0
IndE.240_sub	23	0	1	0	0.450980392156863	0.0263157894736842	3438921	928	4284	0.451	45.1	0
concoct.175_sub	27	3	11	1	0.529411764705882	0.289473684210526	2485974	914	2760	0.4333	52.94	5.88
IndE_metabat_bins.309_sub	22	0	11	0	0.431372549019608	0.289473684210526	1794058	146	17502	0.4314	43.14	0
IndE.247_sub	22	0	2	0	0.431372549019608	0.0526315789473684	311380	27	11558	0.4314	43.14	0
IndE_metabat_bins.149_sub	23	1	13	1	0.450980392156863	0.342105263157895	6596387	140	128020	0.4151	45.1	2.63
IndE.282_sub	23	1	4	0	0.450980392156863	0.105263157894737	2861389	439	6516	0.4151	45.1	1.96
IndE.068_sub	23	1	3	1	0.450980392156863	0.0789473684210526	884600	254	3309	0.4151	45.1	2.63
IndE_metabat_bins.190_sub	23	1	2	0	0.450980392156863	0.0526315789473684	319549	116	2772	0.4151	45.1	1.96
IndE_metabat_bins.226_sub	21	0	12	0	0.411764705882353	0.315789473684211	6182043	62	150519	0.4118	41.18	0
IndE_metabat_bins.301_sub	21	0	8	0	0.411764705882353	0.210526315789474	1431421	121	17384	0.4118	41.18	0
concoct.113_sub	33	2	13	1	0.647058823529412	0.342105263157895	3981862	137	74202	0.5911	64.71	3.92
concoct.245_sub	24	2	2	1	0.470588235294118	0.0526315789473684	500771	8	441943	0.401	47.06	3.92
IndE_metabat_bins.284	24	2	12	1	0.470588235294118	0.315789473684211	1551386	98	22701	0.401	47.06	3.92
IndE_metabat_bins.41	23	2	10	0	0.450980392156863	0.263157894736842	1724434	88	30030	0.3792	45.1	3.92
IndE.217_sub	23	2	3	0	0.450980392156863	0.0789473684210526	1835013	130	14116	0.3792	45.1	3.92
IndE.281_sub	26	4	2	2	0.509803921568627	0.0526315789473684	1595535	240	6656	0.3783	50.98	7.84
concoct.21_sub	21	1	4	0	0.411764705882353	0.105263157894737	1634467	458	4134	0.3734	41.18	1.96
IndE.192_sub	19	0	5	1	0.372549019607843	0.131578947368421	1440192	112	28714	0.3725	37.25	2.63
concoct.45_sub	19	0	4	0	0.372549019607843	0.105263157894737	1406939	355	4552	0.3725	37.25	0
concoct.68_sub	27	5	10	1	0.529411764705882	0.263157894736842	1626091	280	7138	0.3693	52.94	9.8
IndE.258_sub	35	12	7	2	0.686274509803922	0.184210526315789	4716760	466	10145	0.3629	68.63	23.53
concoct.215_sub	23	1	2	0	0.450980392156863	0.0526315789473684	395689	103	4109	0.4151	45.1	1.96
IndE.287_sub	22	2	4	3	0.431372549019608	0.105263157894737	878921	153	5755	0.3572	43.14	7.89
concoct.95_sub	25	4	13	4	0.490196078431373	0.342105263157895	2228265	114	26902	0.355	49.02	10.53
IndE_metabat_bins.197_sub	50	20	13	6	0.980392156862745	0.342105263157895	3692858	178	40518	0.4953	98.04	39.22
concoct.20_sub	36	7	12	2	0.705882352941177	0.315789473684211	2523555	367	10419	0.5206	70.59	13.73
concoct.56_sub	34	9	12	3	0.666666666666667	0.315789473684211	4212164	150	42492	0.4	66.67	17.65
IndE_metabat_bins.97_sub	20	1	8	2	0.392156862745098	0.210526315789474	2771444	67	79117	0.3524	39.22	5.26
IndE.224_sub	24	0	1	0	0.470588235294118	0.0263157894736842	179602	12	14964	0.4706	47.06	0
IndE_metabat_bins.17_sub	42	13	11	5	0.823529411764706	0.289473684210526	4929224	1836	2696	0.3535	82.35	25.49
concoct.83_sub	20	0	1	0	0.392156862745098	0.0263157894736842	251084	23	12012	0.3922	39.22	0
