bin	uniqueBacSCGs	redundantBacSCGs	uniqueArcSCGs	redundantArcSCGs	bacRatio	arcRatio	size	contigs	N50	binScore	SCG_completeness	SCG_redundancy
concoct.69	51	2	14	0	1	0.368421052631579	2602783	173	23115	0.9569	100	3.92
IndB_metabat_bins.114	48	0	12	0	0.941176470588235	0.315789473684211	1256843	21	128766	0.9412	94.12	0
concoct.130	48	0	13	0	0.941176470588235	0.342105263157895	2778632	60	86791	0.9412	94.12	0
IndB_metabat_bins.112	49	1	16	0	0.96078431372549	0.421052631578947	2233528	39	117136	0.9387	96.08	1.96
IndB_metabat_bins.24	49	1	12	1	0.96078431372549	0.315789473684211	1486573	29	97282	0.9387	96.08	2.63
IndB_metabat_bins.164	49	1	13	0	0.96078431372549	0.342105263157895	1489100	47	61709	0.9387	96.08	1.96
concoct.25	49	1	12	1	0.96078431372549	0.315789473684211	1891482	64	46016	0.9387	96.08	2.63
IndB_metabat_bins.48	49	1	15	1	0.96078431372549	0.394736842105263	1335607	48	44854	0.9387	96.08	2.63
IndB_metabat_bins.244	49	1	12	0	0.96078431372549	0.315789473684211	2172633	173	16983	0.9387	96.08	1.96
concoct.103	50	2	14	0	0.980392156862745	0.368421052631579	2806290	46	100897	0.9368	98.04	3.92
concoct.114	50	2	13	1	0.980392156862745	0.342105263157895	2402175	304	11015	0.9368	98.04	3.92
concoct.19	51	3	12	0	1	0.315789473684211	3199075	111	54012	0.9353	100	5.88
concoct.83	47	0	13	0	0.92156862745098	0.342105263157895	2942556	93	59001	0.9216	92.16	0
concoct.171	47	0	9	0	0.92156862745098	0.236842105263158	3510754	1186	3110	0.9216	92.16	0
concoct.57	48	1	13	0	0.941176470588235	0.342105263157895	2362796	64	57830	0.9189	94.12	1.96
IndB_metabat_bins.47	48	1	12	1	0.941176470588235	0.315789473684211	2575234	258	13040	0.9189	94.12	2.63
concoct.34	49	2	12	1	0.96078431372549	0.315789473684211	2127888	35	169022	0.9167	96.08	3.92
IndB_metabat_bins.133	49	2	14	1	0.96078431372549	0.368421052631579	1882269	14	143371	0.9167	96.08	3.92
IndB_metabat_bins.227	49	2	12	0	0.96078431372549	0.315789473684211	2190531	82	43324	0.9167	96.08	3.92
IndB_metabat_bins.210	49	2	12	0	0.96078431372549	0.315789473684211	2778790	109	35507	0.9167	96.08	3.92
concoct.88	49	2	13	0	0.96078431372549	0.342105263157895	2664365	233	16287	0.9167	96.08	3.92
IndB_metabat_bins.21	51	3	14	0	1	0.368421052631579	2724399	63	111399	0.9157	100	5.88
concoct.64_sub	50	3	15	0	0.980392156862745	0.394736842105263	3171145	59	80894	0.915	98.04	5.88
concoct.50	50	3	13	1	0.980392156862745	0.342105263157895	2268077	48	72638	0.915	98.04	5.88
IndB.001_sub	46	0	13	0	0.901960784313726	0.342105263157895	2571085	75	437953	0.902	90.2	0
IndB_metabat_bins.253	47	1	10	3	0.92156862745098	0.263157894736842	2168966	50	118966	0.899	92.16	7.89
IndB_metabat_bins.177	47	1	12	1	0.92156862745098	0.315789473684211	2128547	101	32066	0.899	92.16	2.63
concoct.100_sub	47	1	14	0	0.92156862745098	0.368421052631579	2952117	549	7270	0.899	92.16	1.96
concoct.89	48	2	12	0	0.941176470588235	0.315789473684211	1894074	25	201120	0.8966	94.12	3.92
IndB_metabat_bins.250	48	2	12	1	0.941176470588235	0.315789473684211	1573316	25	76791	0.8966	94.12	3.92
IndB_metabat_bins.149	48	2	13	0	0.941176470588235	0.342105263157895	2346543	64	48082	0.8966	94.12	3.92
concoct.174	48	2	14	1	0.941176470588235	0.368421052631579	2558646	271	11955	0.8966	94.12	3.92
concoct.167	49	3	13	0	0.96078431372549	0.342105263157895	2948544	239	20004	0.8848	96.08	5.88
concoct.120_sub	24	1	38	4	0.470588235294118	1	2338438	43	100222	0.8842	100	10.53
concoct.182_sub	46	1	13	1	0.901960784313726	0.342105263157895	2705534	85	47361	0.8791	90.2	2.63
concoct.122	46	1	11	0	0.901960784313726	0.289473684210526	2026206	414	6348	0.8791	90.2	1.96
IndB_metabat_bins.194	47	2	14	0	0.92156862745098	0.368421052631579	2532671	40	99127	0.8764	92.16	3.92
concoct.135_sub	47	2	10	0	0.92156862745098	0.263157894736842	2193588	150	20219	0.8764	92.16	3.92
concoct.94_sub	48	3	11	1	0.941176470588235	0.289473684210526	3347427	172	34852	0.8743	94.12	5.88
IndB_metabat_bins.71	49	4	11	0	0.96078431372549	0.289473684210526	2196910	29	118468	0.8726	96.08	7.84
concoct.87_sub	50	5	13	2	0.980392156862745	0.342105263157895	2056892	16	243277	0.8714	98.04	9.8
IndB_metabat_bins.232	45	1	11	0	0.882352941176471	0.289473684210526	2156916	178	15294	0.8592	88.24	1.96
IndB_metabat_bins.80	46	2	13	1	0.901960784313726	0.342105263157895	2473466	32	109572	0.8563	90.2	3.92
concoct.46	46	2	10	1	0.901960784313726	0.263157894736842	1289217	281	5625	0.8563	90.2	3.92
concoct.99	48	4	13	2	0.941176470588235	0.342105263157895	2949766	72	76148	0.852	94.12	7.84
concoct.61_sub	49	6	14	1	0.96078431372549	0.368421052631579	3479996	210	29037	0.8285	96.08	11.76
IndB_metabat_bins.182	43	1	5	0	0.843137254901961	0.131578947368421	1153847	115	12353	0.8194	84.31	1.96
concoct.116	44	2	13	0	0.862745098039216	0.342105263157895	2328828	176	18764	0.8159	86.27	3.92
IndB_metabat_bins.128_sub	49	5	10	1	0.96078431372549	0.263157894736842	3424641	272	18339	0.8505	96.08	9.8
IndB_metabat_bins.38	46	4	10	0	0.901960784313726	0.263157894736842	2607489	43	91865	0.8106	90.2	7.84
concoct.30	43	3	13	1	0.843137254901961	0.342105263157895	2811916	37	115954	0.7719	84.31	5.88
concoct.146	47	7	11	2	0.92156862745098	0.289473684210526	2493784	39	98497	0.7636	92.16	13.73
concoct.82_sub	50	12	13	2	0.980392156862745	0.342105263157895	1787138	66	42256	0.7187	98.04	23.53
IndB_metabat_bins.143	36	0	11	0	0.705882352941177	0.289473684210526	1897593	24	123254	0.7059	70.59	0
IndB_metabat_bins.118	37	1	6	0	0.725490196078431	0.157894736842105	993052	73	18771	0.6995	72.55	1.96
IndB_metabat_bins.204	38	2	12	2	0.745098039215686	0.315789473684211	2620490	385	8706	0.6939	74.51	5.26
IndB_metabat_bins.265	35	0	7	0	0.686274509803922	0.184210526315789	573590	8	81571	0.6863	68.63	0
IndB_metabat_bins.106	36	1	10	2	0.705882352941177	0.263157894736842	1281867	40	55820	0.6794	70.59	5.26
concoct.59	36	1	11	1	0.705882352941177	0.289473684210526	2522697	191	20515	0.6794	70.59	2.63
concoct.72_sub	34	0	4	0	0.666666666666667	0.105263157894737	1160464	408	2970	0.6667	66.67	0
concoct.29_sub	35	1	11	0	0.686274509803922	0.289473684210526	3404211	198	23030	0.6593	68.63	1.96
concoct.172_sub	33	0	1	0	0.647058823529412	0.0263157894736842	331833	153	2035	0.6471	64.71	0
IndB.089_sub	32	0	6	1	0.627450980392157	0.157894736842105	1080160	21	51474	0.6275	62.75	2.63
concoct.1	32	0	1	1	0.627450980392157	0.0263157894736842	595753	271	2136	0.6275	62.75	2.63
IndB.071_sub	37	4	6	1	0.725490196078431	0.157894736842105	424766	7	60857	0.6214	72.55	7.84
IndB_metabat_bins.161_sub	42	2	9	0	0.823529411764706	0.236842105263158	2246474	145	25529	0.7754	82.35	3.92
IndB.158_sub	33	1	4	0	0.647058823529412	0.105263157894737	1796210	78	23107	0.6191	64.71	1.96
IndB_metabat_bins.170_sub	50	14	16	7	0.980392156862745	0.421052631578947	4806858	249	27927	0.6163	98.04	27.45
IndB.044_sub	31	0	7	0	0.607843137254902	0.184210526315789	364148	5	72962	0.6078	60.78	0
IndB_metabat_bins.15_sub	40	4	11	1	0.784313725490196	0.289473684210526	1521665	48	46648	0.6851	78.43	7.84
IndB_metabat_bins.43	45	13	12	0	0.882352941176471	0.315789473684211	1310953	55	40025	0.5816	88.24	25.49
concoct.93	31	1	8	0	0.607843137254902	0.210526315789474	1588673	551	3114	0.5787	60.78	1.96
IndB_metabat_bins.155_sub	32	2	10	1	0.627450980392157	0.263157894736842	4758270	455	17944	0.5703	62.75	3.92
IndB_metabat_bins.263	29	0	3	0	0.568627450980392	0.0789473684210526	277043	3	89399	0.5686	56.86	0
concoct.62	29	0	8	1	0.568627450980392	0.210526315789474	2561285	818	3408	0.5686	56.86	2.63
concoct.0	41	9	12	5	0.803921568627451	0.315789473684211	3882432	638	8149	0.5546	80.39	17.65
IndB.192_sub	35	5	9	1	0.686274509803922	0.236842105263158	2151210	231	9315	0.5515	68.63	9.8
IndB.160_sub	31	2	9	1	0.607843137254902	0.236842105263158	4029566	275	18944	0.5495	60.78	3.92
IndB.187_sub	31	2	7	2	0.607843137254902	0.184210526315789	2526169	235	10771	0.5495	60.78	5.26
IndB_metabat_bins.245_sub	28	0	8	1	0.549019607843137	0.210526315789474	1154534	51	53954	0.549	54.9	2.63
IndB_metabat_bins.102_sub	28	0	3	0	0.549019607843137	0.0789473684210526	377649	46	7897	0.549	54.9	0
IndB.034_sub	27	0	2	0	0.529411764705882	0.0526315789473684	81193	1	81193	0.5294	52.94	0
concoct.197_sub	38	9	14	1	0.745098039215686	0.368421052631579	4568603	132	69033	0.5148	74.51	17.65
IndB_metabat_bins.219	44	15	10	1	0.862745098039216	0.263157894736842	946953	31	44739	0.5111	86.27	29.41
IndB.129_sub	31	1	6	0	0.607843137254902	0.157894736842105	847962	97	28870	0.5787	60.78	1.96
IndB_metabat_bins.61_sub	50	18	15	7	0.980392156862745	0.394736842105263	1723686	28	122255	0.5879	98.04	35.29
concoct.107_sub	48	16	11	7	0.941176470588235	0.289473684210526	2073812	137	28891	0.5549	94.12	31.37
IndB_metabat_bins.239_sub	26	0	10	0	0.509803921568627	0.263157894736842	1635088	68	39992	0.5098	50.98	0
IndB.092_sub	27	1	6	0	0.529411764705882	0.157894736842105	263805	5	52632	0.4974	52.94	1.96
IndB.134_sub	25	0	1	0	0.490196078431373	0.0263157894736842	370993	10	37036	0.4902	49.02	0
IndB.182_sub	29	3	6	0	0.568627450980392	0.157894736842105	2108241	173	12185	0.4771	56.86	5.88
concoct.104_sub	24	0	10	0	0.470588235294118	0.263157894736842	1564553	166	15142	0.4706	47.06	0
IndB_metabat_bins.181_sub	37	10	9	2	0.725490196078431	0.236842105263158	1861256	263	8505	0.4653	72.55	19.61
IndB_metabat_bins.127_sub	25	1	10	0	0.490196078431373	0.263157894736842	1809404	202	11318	0.4564	49.02	1.96
IndB.194_sub	33	7	6	2	0.647058823529412	0.157894736842105	2727555	559	10692	0.4512	64.71	13.73
IndB.183_sub	23	0	5	0	0.450980392156863	0.131578947368421	1517131	120	12676	0.451	45.1	0
concoct.117_sub	23	0	8	0	0.450980392156863	0.210526315789474	2559820	802	3500	0.451	45.1	0
IndB_metabat_bins.218_sub	24	1	13	0	0.470588235294118	0.342105263157895	1728343	122	21249	0.4358	47.06	1.96
IndB_metabat_bins.255_sub	22	0	8	0	0.431372549019608	0.210526315789474	1558605	266	6917	0.4314	43.14	0
concoct.48_sub	22	1	12	0	0.431372549019608	0.315789473684211	3383538	107	53050	0.3943	43.14	1.96
IndB.185_sub	23	2	4	0	0.450980392156863	0.105263157894737	2544816	224	11343	0.3792	45.1	3.92
IndB.155_sub	19	0	1	0	0.372549019607843	0.0263157894736842	1451484	71	20405	0.3725	37.25	0
IndB.096_sub	18	0	1	0	0.352941176470588	0.0263157894736842	340556	7	48582	0.3529	35.29	0
concoct.27_sub	20	1	6	0	0.392156862745098	0.157894736842105	1125156	544	2003	0.3524	39.22	1.96
IndB_metabat_bins.228_sub	49	18	12	8	0.96078431372549	0.315789473684211	2456393	109	38623	0.5149	96.08	35.29
