Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
trimmed_Res2_DNA_D2_2_paired	17.016049604154475	45.0	117.67930857934354	0.0	36592485.0
trimmed_Res2_DNA_D3_1_paired	13.7509306914868	46.0	122.70762086570123	0.0	35564949.0
trimmed_Res2_DNA_D3_2_paired	13.769090638697577	46.0	117.70947496649018	0.0	35564949.0
trimmed_Res2_DNA_D4_1_paired	11.643884281955778	44.0	122.69884649666155	0.0	38905219.0
trimmed_Res2_DNA_D4_2_paired	11.547471123478743	44.0	118.61477397158464	0.0	38905219.0
trimmed_Res2_DNA_D5_1_paired	8.08874650964168	46.0	121.69967324425771	0.0	31303811.0
trimmed_Res2_DNA_D5_2_paired	7.800920629000146	46.0	116.42172130415686	0.0	31303811.0
trimmed_Res2_DNA_D6_1_paired	12.332508278190303	44.0	122.27240406097518	0.0	33527415.0
trimmed_Res2_DNA_D6_2_paired	12.093872362160269	44.0	117.40718251019352	0.0	33527415.0
trimmed_Res2_DNA_E1_1_paired	19.568064282363963	45.0	122.06652454364004	0.0	37748985.0
trimmed_Res2_DNA_E1_2_paired	19.075225536456045	45.0	118.1351073677875	0.0	37748985.0
trimmed_Res2_DNA_E2_1_paired	8.910792543141028	46.0	122.08336177064976	0.0	34365057.0
trimmed_Res2_DNA_E2_2_paired	9.026267072664254	46.0	116.93478611136888	0.0	34365057.0
trimmed_Res2_DNA_E3_1_paired	13.665624952855893	46.0	121.1713194661696	0.0	34455063.0
trimmed_Res2_DNA_E3_2_paired	13.53315026321394	46.0	116.82602223075314	0.0	34455063.0
trimmed_Res2_DNA_E4_1_paired	14.4116903783421	46.0	121.01031057924845	0.0	32015951.0
trimmed_Res2_DNA_E4_2_paired	14.426213169253856	46.0	116.50202725510168	0.0	32015951.0
trimmed_Res2_DNA_E5_1_paired	14.630597478587887	45.0	121.81135731677547	0.0	36290843.0
trimmed_Res2_DNA_E5_2_paired	14.69135480409048	44.0	117.97319858345534	0.0	36290843.0
trimmed_Res2_DNA_E6_1_paired	16.858427570754344	47.0	120.93769763664992	0.0	32902235.0
trimmed_Res2_DNA_E6_2_paired	16.58677490294025	47.0	116.20827697571305	0.0	32902235.0
trimmed_Res2_DNA_F1_1_paired	12.784944038104001	44.0	121.57465363202942	0.0	33691770.0
trimmed_Res2_DNA_F1_2_paired	12.980420699335014	44.0	117.00781401511408	0.0	33691770.0
trimmed_Res2_DNA_F2_1_paired	10.012861709348385	47.0	121.75798864973721	0.0	35661377.0
trimmed_Res2_DNA_F2_2_paired	10.055254524365793	46.0	117.5886170632166	0.0	35661377.0
trimmed_Res2_DNA_F3_1_paired	37.27588157062931	37.0	122.82744021680213	9.090909090909092	45374831.0
trimmed_Res2_DNA_F3_2_paired	37.69870926017928	37.0	119.56403570957653	9.090909090909092	45374831.0
trimmed_Res2_DNA_F4_1_paired	8.943397044016947	47.0	121.52595990504071	0.0	35152748.0
trimmed_Res2_DNA_F4_2_paired	9.277855746319503	47.0	117.02809276816708	0.0	35152748.0
trimmed_Res2_DNA_F5_1_paired	8.74196136873509	46.0	122.37796017334337	0.0	38489849.0
trimmed_Res2_DNA_F5_2_paired	8.947888452906511	46.0	117.87063493026434	0.0	38489849.0
trimmed_Res2_DNA_F6_1_paired	9.506094845199314	48.0	122.38360308162648	0.0	36832238.0
trimmed_Res2_DNA_F6_2_paired	9.712976715265825	48.0	117.33346808847185	0.0	36832238.0
trimmed_Res2_DNA_G1_1_paired	27.70429172024697	45.0	122.59168736763434	0.0	36367060.0
trimmed_Res2_DNA_G1_2_paired	27.60842658417228	44.0	118.18669147299782	0.0	36367060.0
trimmed_Res2_DNA_G2_1_paired	22.626616067840132	43.0	123.02668204188443	0.0	35546380.0
trimmed_Res2_DNA_G2_2_paired	22.16002163553371	43.0	117.96572669284467	0.0	35546380.0
trimmed_Res2_DNA_G3_1_paired	23.806848689127477	44.0	122.70662100739648	0.0	35493632.0
trimmed_Res2_DNA_G3_2_paired	23.452014544521504	44.0	118.11238742769407	0.0	35493632.0
trimmed_Res2_DNA_G4_1_paired	61.26994950478854	44.0	122.6671685614762	9.090909090909092	34477344.0
trimmed_Res2_DNA_G4_2_paired	60.791808135923034	44.0	118.15882905597368	9.090909090909092	34477344.0
trimmed_Res2_DNA_G5_1_paired	43.58651638223922	44.0	122.53874582063224	0.0	42149617.0
trimmed_Res2_DNA_G5_2_paired	44.79928036555406	44.0	117.29284439286839	0.0	42149617.0
trimmed_Res2_DNA_G6_1_paired	44.92197654005622	44.0	122.53382976379561	0.0	34631235.0
trimmed_Res2_DNA_G6_2_paired	45.37164831080068	43.0	117.35835548457916	0.0	34631235.0
trimmed_Res2_DNA_H1_1_paired	56.69361196509669	43.0	122.51147720849177	9.090909090909092	52870086.0
trimmed_Res2_DNA_H1_2_paired	56.59033052042419	43.0	116.4445477164535	9.090909090909092	52870086.0
trimmed_Res2_DNA_H2_1_paired	43.30750471341134	46.0	123.98105658412281	0.0	58815686.0
trimmed_Res2_DNA_H2_2_paired	44.522756340795326	46.0	120.51179982836551	0.0	58815686.0
trimmed_Res2_DNA_H3_1_paired	24.4329174590345	44.0	122.54173709145091	0.0	35445618.0
trimmed_Res2_DNA_H3_2_paired	23.875636711524308	44.0	116.36768116160367	0.0	35445618.0
trimmed_Res2_DNA_H4_1_paired	24.270932567533578	44.0	122.85229114989843	0.0	33890515.0
trimmed_Res2_DNA_H4_2_paired	24.36441362418155	44.0	117.61178919824617	0.0	33890515.0
trimmed_Res2_DNA_H5_1_paired	20.981055784006315	44.0	122.03911477080867	0.0	31371627.0
trimmed_Res2_DNA_H5_2_paired	21.484207285036405	44.0	115.72204170347939	0.0	31371627.0
trimmed_Res2_DNA_H6_1_paired	16.384435159228616	44.0	123.04722139220544	0.0	36063528.0
trimmed_Res2_DNA_H6_2_paired	15.944478107840766	44.0	118.10053514453716	0.0	36063528.0
trimmed_Res2_DNA_I1_1_paired	7.526930384782133	45.0	122.1026476434141	0.0	30153834.0
trimmed_Res2_DNA_I1_2_paired	7.1318127840455645	44.0	116.70409991644844	0.0	30153834.0
trimmed_Res2_DNA_I2_1_paired	15.507707313534041	46.0	124.09070462008496	0.0	58902380.0
trimmed_Res2_DNA_I2_2_paired	15.493366393652565	46.0	120.14973493430996	0.0	58902380.0
trimmed_Res2_DNA_I3_1_paired	19.42334689787012	43.0	122.68947324271285	0.0	33653393.0
trimmed_Res2_DNA_I3_2_paired	19.070845417177935	43.0	117.77364107090183	0.0	33653393.0
trimmed_Res2_DNA_I4_1_paired	16.06348718051362	44.0	122.3812865674956	0.0	32875850.0
trimmed_Res2_DNA_I4_2_paired	15.64889672104718	44.0	117.79870287764423	0.0	32875850.0
trimmed_Res2_DNA_I5_1_paired	10.527239886806242	46.0	122.35335663680046	0.0	34686684.0
trimmed_Res2_DNA_I5_2_paired	10.117975809182283	46.0	117.43192949778653	0.0	34686684.0
trimmed_Res2_DNA_I6_1_paired	9.576291462328001	45.0	122.26669709967685	0.0	31540313.0
trimmed_Res2_DNA_I6_2_paired	8.944570725811218	44.0	117.3488962522344	0.0	31540313.0
trimmed_Res2_DNA_J1_1_paired	16.273677981868772	45.0	123.0555957074437	0.0	35650738.0
trimmed_Res2_DNA_J1_2_paired	15.60961485246898	45.0	118.45176461704663	0.0	35650738.0
trimmed_Res2_DNA_J2_1_paired	26.436075074887455	42.0	122.58186064055475	0.0	34658677.0
trimmed_Res2_DNA_J2_2_paired	25.71341514880112	41.0	118.65902388599542	0.0	34658677.0
trimmed_Res2_DNA_J4_1_paired	12.441434895896009	44.0	122.52285284592264	0.0	31173054.0
trimmed_Res2_DNA_J4_2_paired	11.918849891866856	44.0	117.09377714483797	0.0	31173054.0
trimmed_Res2_DNA_J5_1_paired	13.767586757849529	45.0	122.3892657352189	0.0	32794682.0
trimmed_Res2_DNA_J5_2_paired	13.268634543719472	44.0	117.7787716313273	0.0	32794682.0
trimmed_Res2_DNA_J6_1_paired	11.42892719710386	47.0	122.45098744789199	0.0	34167727.0
trimmed_Res2_DNA_J6_2_paired	10.871055605972828	47.0	117.59747518469695	0.0	34167727.0
