bin	uniqueBacSCGs	redundantBacSCGs	uniqueArcSCGs	redundantArcSCGs	bacRatio	arcRatio	size	contigs	N50	binScore	SCG_completeness	SCG_redundancy
IndI_metabat_bins.160	48	1	12	1	0.941176470588235	0.315789473684211	1877296	31	98202	0.9189	94.12	2.63
concoct.134	48	1	14	1	0.941176470588235	0.368421052631579	2805279	95	55335	0.9189	94.12	2.63
concoct.80	49	2	13	1	0.96078431372549	0.342105263157895	2000289	12	233606	0.9167	96.08	3.92
concoct.225_sub	49	2	12	0	0.96078431372549	0.315789473684211	2004746	35	144043	0.9167	96.08	3.92
IndI_metabat_bins.71	49	2	12	1	0.96078431372549	0.315789473684211	1899906	49	59900	0.9167	96.08	3.92
concoct.42_sub	49	2	13	0	0.96078431372549	0.342105263157895	2993272	104	55869	0.9167	96.08	3.92
concoct.83	49	2	13	0	0.96078431372549	0.342105263157895	2826343	91	49014	0.9167	96.08	3.92
IndI_metabat_bins.87	49	2	13	0	0.96078431372549	0.342105263157895	2448935	186	20715	0.9167	96.08	3.92
IndI_metabat_bins.106	49	2	13	0	0.96078431372549	0.342105263157895	3221533	234	18946	0.9167	96.08	3.92
IndI_metabat_bins.33	49	2	15	1	0.96078431372549	0.394736842105263	2411614	100	36807	0.9069	96.08	3.92
IndI_metabat_bins.126	46	0	12	0	0.901960784313726	0.315789473684211	5084378	62	149263	0.902	90.2	0
concoct.84	46	0	12	0	0.901960784313726	0.315789473684211	4561292	84	94177	0.902	90.2	0
IndI_metabat_bins.269	46	0	11	0	0.901960784313726	0.289473684210526	2135178	66	44756	0.902	90.2	0
concoct.196	49	3	13	0	0.96078431372549	0.342105263157895	2765345	33	131153	0.8946	96.08	5.88
concoct.73	49	3	13	3	0.96078431372549	0.342105263157895	2326786	38	100187	0.8946	96.08	7.89
concoct.144	49	3	11	0	0.96078431372549	0.289473684210526	2564911	51	67818	0.8946	96.08	5.88
concoct.51	49	3	15	0	0.96078431372549	0.394736842105263	3136000	113	46652	0.8946	96.08	5.88
concoct.50_sub	50	4	12	0	0.980392156862745	0.315789473684211	2107157	209	23191	0.8932	98.04	7.84
IndI_metabat_bins.24	46	1	14	0	0.901960784313726	0.368421052631579	2139356	28	145686	0.8791	90.2	1.96
concoct.56	44	0	11	0	0.862745098039216	0.289473684210526	6183393	447	20263	0.8627	86.27	0
concoct.116	50	5	13	2	0.980392156862745	0.342105263157895	3150496	62	84134	0.8616	98.04	9.8
concoct.176	45	1	11	0	0.882352941176471	0.289473684210526	2114441	307	8290	0.8592	88.24	1.96
IndI_metabat_bins.85	46	2	12	1	0.901960784313726	0.315789473684211	2082061	32	89403	0.8563	90.2	3.92
IndI_metabat_bins.173_sub	46	2	13	0	0.901960784313726	0.342105263157895	2636710	129	41014	0.8563	90.2	3.92
concoct.210_sub	46	2	13	1	0.901960784313726	0.342105263157895	3008073	114	38984	0.8563	90.2	3.92
concoct.105	48	4	15	1	0.941176470588235	0.394736842105263	3546926	73	78326	0.852	94.12	7.84
concoct.89_sub	49	5	13	3	0.96078431372549	0.342105263157895	2597460	48	126683	0.8505	96.08	9.8
IndI_metabat_bins.63	43	0	10	0	0.843137254901961	0.263157894736842	2331211	22	290314	0.8431	84.31	0
IndI_metabat_bins.195	43	0	12	0	0.843137254901961	0.315789473684211	1999833	17	175764	0.8431	84.31	0
IndI_metabat_bins.266	44	1	12	0	0.862745098039216	0.315789473684211	1468780	211	8637	0.8393	86.27	1.96
concoct.99	45	2	12	0	0.882352941176471	0.315789473684211	3114789	157	30904	0.8361	88.24	3.92
concoct.31_sub	49	6	15	2	0.96078431372549	0.394736842105263	3155150	63	85300	0.8285	96.08	11.76
IndI_metabat_bins.54	51	8	12	0	1	0.315789473684211	2383348	55	64064	0.8275	100	15.69
concoct.37	42	0	9	0	0.823529411764706	0.236842105263158	881053	212	4728	0.8235	82.35	0
IndI_metabat_bins.131	41	0	10	0	0.803921568627451	0.263157894736842	3261752	101	41769	0.8039	80.39	0
IndI_metabat_bins.154	42	1	11	0	0.823529411764706	0.289473684210526	2165282	215	13358	0.7994	82.35	1.96
concoct.173	43	2	11	0	0.843137254901961	0.289473684210526	2927655	64	102998	0.7956	84.31	3.92
IndI_metabat_bins.261_sub	43	2	11	1	0.843137254901961	0.289473684210526	2008001	202	11726	0.7956	84.31	3.92
IndI_metabat_bins.147	43	2	8	1	0.843137254901961	0.210526315789474	2461458	368	8323	0.7858	84.31	3.92
concoct.219	40	0	8	0	0.784313725490196	0.210526315789474	1797947	479	4364	0.7843	78.43	0
concoct.90	45	4	13	3	0.882352941176471	0.342105263157895	3667121	74	92501	0.78	88.24	7.89
IndI_metabat_bins.271_sub	42	2	8	0	0.823529411764706	0.210526315789474	1802760	58	50685	0.7754	82.35	3.92
IndI_metabat_bins.9	38	0	10	0	0.745098039215686	0.263157894736842	1606058	60	33161	0.7451	74.51	0
concoct.16	40	2	9	1	0.784313725490196	0.236842105263158	3186679	683	5883	0.7347	78.43	3.92
concoct.24_sub	50	12	14	1	0.980392156862745	0.368421052631579	2651780	30	145796	0.7187	98.04	23.53
IndI.153_sub	37	1	11	1	0.725490196078431	0.289473684210526	1775782	316	8559	0.6995	72.55	2.63
IndI_metabat_bins.209_sub	40	2	9	0	0.784313725490196	0.236842105263158	2510596	889	2913	0.7347	78.43	3.92
IndI_metabat_bins.142	38	2	12	0	0.745098039215686	0.315789473684211	2111430	26	119934	0.6939	74.51	3.92
IndI_metabat_bins.129	40	4	11	2	0.784313725490196	0.289473684210526	2017400	170	16684	0.6851	78.43	7.84
IndI_metabat_bins.230	35	1	12	0	0.686274509803922	0.315789473684211	2399219	151	22829	0.6593	68.63	1.96
concoct.13	35	1	9	0	0.686274509803922	0.236842105263158	1885829	578	3625	0.6593	68.63	1.96
IndI_metabat_bins.176	44	9	8	1	0.862745098039216	0.210526315789474	2313439	225	13488	0.6518	86.27	17.65
IndI_metabat_bins.101	45	10	10	2	0.882352941176471	0.263157894736842	2129909	82	41536	0.651	88.24	19.61
IndI_metabat_bins.125	33	0	10	0	0.647058823529412	0.263157894736842	2035651	29	90972	0.6471	64.71	0
IndI_metabat_bins.69	33	0	6	0	0.647058823529412	0.157894736842105	710283	11	73805	0.6471	64.71	0
IndI_metabat_bins.138	33	0	10	0	0.647058823529412	0.263157894736842	1488911	41	51792	0.6471	64.71	0
concoct.4	32	0	9	1	0.627450980392157	0.236842105263158	1379322	456	3369	0.6275	62.75	2.63
IndI.104_sub	33	1	6	0	0.647058823529412	0.157894736842105	762072	13	58424	0.6191	64.71	1.96
concoct.129	33	1	8	0	0.647058823529412	0.210526315789474	2027953	454	5424	0.6191	64.71	1.96
IndI.145_sub	34	2	6	0	0.666666666666667	0.157894736842105	1326073	34	38994	0.6118	66.67	3.92
IndI_metabat_bins.108_sub	31	0	3	0	0.607843137254902	0.0789473684210526	517321	21	44720	0.6078	60.78	0
concoct.109	31	0	9	0	0.607843137254902	0.236842105263158	2156761	478	5626	0.6078	60.78	0
concoct.98	31	0	9	0	0.607843137254902	0.236842105263158	1635323	535	3292	0.6078	60.78	0
concoct.192	32	1	7	0	0.627450980392157	0.184210526315789	1479745	455	3358	0.5989	62.75	1.96
concoct.91_sub	30	0	11	0	0.588235294117647	0.289473684210526	4855968	117	69270	0.5882	58.82	0
IndI.217_sub	30	0	4	0	0.588235294117647	0.105263157894737	982767	62	15900	0.5882	58.82	0
IndI.162_sub	29	0	4	0	0.568627450980392	0.105263157894737	1067893	35	30511	0.5686	56.86	0
IndI.185_sub	29	0	7	0	0.568627450980392	0.184210526315789	1280843	332	4612	0.5686	56.86	0
IndI_metabat_bins.145_sub	49	16	12	1	0.96078431372549	0.315789473684211	3931307	688	6747	0.559	96.08	31.37
IndI_metabat_bins.84_sub	33	3	8	0	0.647058823529412	0.210526315789474	1599226	45	62574	0.5533	64.71	5.88
IndI_metabat_bins.228	28	0	13	0	0.549019607843137	0.342105263157895	2706737	49	94938	0.549	54.9	0
IndI_metabat_bins.220	28	0	7	0	0.549019607843137	0.184210526315789	2425905	364	8218	0.549	54.9	0
IndI.063_sub	29	1	4	0	0.568627450980392	0.105263157894737	1163533	14	82976	0.5381	56.86	1.96
IndI.200_sub	27	0	0	0	0.529411764705882	0	147176	7	21058	0.5294	52.94	0
IndI_metabat_bins.248_sub	27	0	11	0	0.529411764705882	0.289473684210526	1742044	128	18928	0.5294	52.94	0
concoct.228_sub	28	1	14	0	0.549019607843137	0.368421052631579	2184640	325	8318	0.5178	54.9	1.96
concoct.15_sub	47	18	11	3	0.92156862745098	0.289473684210526	2340402	271	11984	0.5153	92.16	35.29
IndI.199_sub	26	0	3	0	0.509803921568627	0.0789473684210526	420983	20	21034	0.5098	50.98	0
concoct.168	26	0	6	0	0.509803921568627	0.157894736842105	1023153	390	2653	0.5098	50.98	0
IndI.209_sub	29	2	5	0	0.568627450980392	0.131578947368421	1391353	73	19063	0.5076	56.86	3.92
concoct.189_sub	49	20	14	9	0.96078431372549	0.368421052631579	3474935	85	76597	0.4904	96.08	39.22
concoct.199	25	0	9	0	0.490196078431373	0.236842105263158	3565761	50	150529	0.4902	49.02	0
IndI.140_sub	25	0	3	0	0.490196078431373	0.0789473684210526	701820	15	53597	0.4902	49.02	0
concoct.229_sub	43	14	5	1	0.843137254901961	0.131578947368421	3451895	1235	2884	0.4811	84.31	27.45
IndI_metabat_bins.93_sub	24	0	9	1	0.470588235294118	0.236842105263158	1688797	221	10210	0.4706	47.06	2.63
concoct.226_sub	24	0	3	0	0.470588235294118	0.0789473684210526	815419	346	2327	0.4706	47.06	0
concoct.0_sub	30	4	9	0	0.588235294117647	0.236842105263158	1283155	444	3144	0.469	58.82	7.84
concoct.197	27	2	9	0	0.529411764705882	0.236842105263158	1827207	259	9453	0.4654	52.94	3.92
IndI.222_sub	25	1	5	1	0.490196078431373	0.131578947368421	1401762	93	15058	0.4564	49.02	2.63
concoct.158_sub	25	1	4	1	0.490196078431373	0.105263157894737	3284013	451	9150	0.4564	49.02	2.63
concoct.26_sub	23	0	12	0	0.450980392156863	0.315789473684211	3123486	69	77859	0.451	45.1	0
IndI.181_sub	23	0	2	0	0.450980392156863	0.0526315789473684	327662	37	27950	0.451	45.1	0
IndI_metabat_bins.185_sub	22	0	12	0	0.431372549019608	0.315789473684211	4118532	505	10127	0.4314	43.14	0
IndI_metabat_bins.168_sub	30	5	11	1	0.588235294117647	0.289473684210526	4464719	309	26016	0.4294	58.82	9.8
IndI.214_sub	33	6	4	0	0.647058823529412	0.105263157894737	2241043	139	16643	0.4791	64.71	11.76
concoct.125_sub	32	7	6	1	0.627450980392157	0.157894736842105	2743986	1320	2012	0.4178	62.75	13.73
concoct.150_sub	49	22	11	1	0.96078431372549	0.289473684210526	2894946	1163	2528	0.4169	96.08	43.14
IndI_metabat_bins.119_sub	25	2	10	0	0.490196078431373	0.263157894736842	1954454	80	37402	0.4128	49.02	3.92
IndI_metabat_bins.241_sub	21	0	10	0	0.411764705882353	0.263157894736842	2961008	21	216694	0.4118	41.18	0
IndI_metabat_bins.92_sub	24	2	13	1	0.470588235294118	0.342105263157895	2053615	46	69007	0.401	47.06	3.92
concoct.118_sub	24	2	7	0	0.470588235294118	0.184210526315789	1459455	478	3211	0.401	47.06	3.92
IndI_metabat_bins.275_sub	22	1	11	1	0.431372549019608	0.289473684210526	1077250	117	11372	0.3943	43.14	2.63
concoct.77_sub	22	1	5	1	0.431372549019608	0.131578947368421	919224	343	2840	0.3943	43.14	2.63
IndI_metabat_bins.132_sub	20	0	10	0	0.392156862745098	0.263157894736842	5868668	100	98620	0.3922	39.22	0
concoct.88_sub	20	0	9	1	0.392156862745098	0.236842105263158	1808770	247	8929	0.3922	39.22	2.63
concoct.8_sub	27	4	10	1	0.529411764705882	0.263157894736842	2696989	866	3414	0.3915	52.94	7.84
concoct.178_sub	26	4	2	0	0.509803921568627	0.0526315789473684	448971	178	2554	0.3783	50.98	7.84
IndI.164_sub	21	0	2	0	0.411764705882353	0.0526315789473684	872110	142	55457	0.4118	41.18	0
concoct.57_sub	31	8	3	1	0.607843137254902	0.0789473684210526	266880	77	3423	0.3746	60.78	15.69
IndI.210_sub	20	0	1	0	0.392156862745098	0.0263157894736842	3047357	286	13285	0.3922	39.22	0
concoct.94_sub	21	1	12	4	0.411764705882353	0.315789473684211	7542243	275	98512	0.3734	41.18	10.53
IndI_metabat_bins.219_sub	21	1	10	1	0.411764705882353	0.263157894736842	3351745	110	50241	0.3734	41.18	2.63
IndI_metabat_bins.81_sub	21	1	7	0	0.411764705882353	0.184210526315789	2214132	217	13890	0.3734	41.18	1.96
IndI_metabat_bins.91_sub	19	0	10	0	0.372549019607843	0.263157894736842	5033147	157	54606	0.3725	37.25	0
concoct.97_sub	18	0	2	0	0.352941176470588	0.0526315789473684	1022219	274	4539	0.3529	35.29	0
concoct.123_sub	20	1	5	0	0.392156862745098	0.131578947368421	1819103	498	4190	0.3524	39.22	1.96
concoct.216_sub	24	1	8	0	0.470588235294118	0.210526315789474	1627218	371	4905	0.4358	47.06	1.96
