Module	Section	Sample Name	Source
FastQC	all_sections	Res2_DNA_B5_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_B5_1_fastqc.zip
FastQC	all_sections	Res2_DNA_G6_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_G6_1_fastqc.zip
FastQC	all_sections	Res2_DNA_D6_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_D6_1_fastqc.zip
FastQC	all_sections	Res2_DNA_I4_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_I4_1_fastqc.zip
FastQC	all_sections	Res2_DNA_H4_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_H4_1_fastqc.zip
FastQC	all_sections	Res2_DNA_A3_2	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_A3_2_fastqc.zip
FastQC	all_sections	Res2_DNA_J4_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_J4_1_fastqc.zip
FastQC	all_sections	Res2_DNA_I3_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_I3_1_fastqc.zip
FastQC	all_sections	Res2_DNA_E6_2	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_E6_2_fastqc.zip
FastQC	all_sections	Res2_DNA_B3_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_B3_1_fastqc.zip
FastQC	all_sections	Res2_DNA_D4_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_D4_1_fastqc.zip
FastQC	all_sections	Res2_DNA_B5_2	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_B5_2_fastqc.zip
FastQC	all_sections	Res2_DNA_A5_2	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_A5_2_fastqc.zip
FastQC	all_sections	Res2_DNA_E3_1	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_E3_1_fastqc.zip
FastQC	all_sections	Res2_DNA_A4_2	/project/6003890/ssutclif/temp_storage/Third_Aim/1_QCReads/6_PreQC_FASTQC/DNA/Res2_DNA_A4_2_fastqc.zip
