bin	uniqueBacSCGs	redundantBacSCGs	uniqueArcSCGs	redundantArcSCGs	bacRatio	arcRatio	size	contigs	N50	binScore	SCG_completeness	SCG_redundancy
IndF_metabat_bins.137	51	2	14	1	1	0.368421052631579	4547341	44	136691	0.9569	100	3.92
concoct.140	51	2	14	1	1	0.368421052631579	2628309	37	113941	0.9569	100	3.92
concoct.169	51	2	14	0	1	0.368421052631579	3820094	60	91732	0.9569	100	3.92
concoct.50	51	2	14	0	1	0.368421052631579	2943446	83	57652	0.9569	100	3.92
concoct.230	51	2	11	1	1	0.289473684210526	3088614	121	40140	0.9569	100	3.92
IndF_metabat_bins.239	48	0	13	0	0.941176470588235	0.342105263157895	1241168	78	33873	0.9412	94.12	0
concoct.62	48	0	13	1	0.941176470588235	0.342105263157895	1955552	155	19646	0.9412	94.12	2.63
IndF_metabat_bins.134	48	0	9	0	0.941176470588235	0.236842105263158	874693	102	12744	0.9412	94.12	0
IndF_metabat_bins.262	49	1	14	0	0.96078431372549	0.368421052631579	1822087	23	148030	0.9387	96.08	1.96
concoct.204	49	1	15	0	0.96078431372549	0.394736842105263	2383690	33	132114	0.9387	96.08	1.96
IndF_metabat_bins.197	49	1	12	0	0.96078431372549	0.315789473684211	1774572	35	65101	0.9387	96.08	1.96
IndF_metabat_bins.97	49	1	13	0	0.96078431372549	0.342105263157895	1809563	54	54892	0.9387	96.08	1.96
IndF_metabat_bins.276	49	1	15	1	0.96078431372549	0.394736842105263	1794619	73	36011	0.9387	96.08	2.63
concoct.164	49	1	11	0	0.96078431372549	0.289473684210526	1447559	237	7457	0.9387	96.08	1.96
concoct.195	50	2	14	0	0.980392156862745	0.368421052631579	2756408	44	142831	0.9368	98.04	3.92
concoct.199	50	2	14	0	0.980392156862745	0.368421052631579	2544729	42	107027	0.9368	98.04	3.92
IndF_metabat_bins.83_sub	50	2	15	0	0.980392156862745	0.394736842105263	3117412	94	52082	0.9368	98.04	3.92
concoct.126	50	2	14	0	0.980392156862745	0.368421052631579	2696734	182	24672	0.9368	98.04	3.92
concoct.181	51	3	12	0	1	0.315789473684211	3085770	90	61236	0.9353	100	5.88
concoct.148	47	0	14	0	0.92156862745098	0.368421052631579	2733207	36	209435	0.9216	92.16	0
IndF_metabat_bins.264	47	0	14	1	0.92156862745098	0.368421052631579	1699393	47	53947	0.9216	92.16	2.63
IndF_metabat_bins.248	47	0	12	0	0.92156862745098	0.315789473684211	1917265	69	48390	0.9216	92.16	0
IndF_metabat_bins.154	48	1	12	0	0.941176470588235	0.315789473684211	1908320	39	79120	0.9189	94.12	1.96
IndF_metabat_bins.176	48	1	10	0	0.941176470588235	0.263157894736842	2475352	80	54004	0.9189	94.12	1.96
IndF_metabat_bins.289	48	1	12	0	0.941176470588235	0.315789473684211	2073720	83	35840	0.9189	94.12	1.96
IndF_metabat_bins.55	48	1	12	0	0.941176470588235	0.315789473684211	2233176	178	17330	0.9189	94.12	1.96
concoct.202	49	2	12	1	0.96078431372549	0.315789473684211	1910844	24	157069	0.9167	96.08	3.92
concoct.9	49	2	13	0	0.96078431372549	0.342105263157895	2391477	96	95096	0.9167	96.08	3.92
concoct.108	49	2	14	0	0.96078431372549	0.368421052631579	1967467	37	92261	0.9167	96.08	3.92
concoct.36	49	2	13	1	0.96078431372549	0.342105263157895	2270620	69	68308	0.9167	96.08	3.92
concoct.210	49	2	13	1	0.96078431372549	0.342105263157895	2095989	209	19532	0.9167	96.08	3.92
IndF_metabat_bins.250	46	0	10	0	0.901960784313726	0.263157894736842	2248311	32	111501	0.902	90.2	0
concoct.32	46	0	9	0	0.901960784313726	0.236842105263158	1411554	214	8948	0.902	90.2	0
concoct.178	46	0	7	0	0.901960784313726	0.184210526315789	1983813	593	3778	0.902	90.2	0
concoct.111	47	1	12	1	0.92156862745098	0.315789473684211	2273650	103	37851	0.899	92.16	2.63
concoct.162	47	1	8	0	0.92156862745098	0.210526315789474	1838153	382	5702	0.899	92.16	1.96
IndF_metabat_bins.285	48	2	12	0	0.941176470588235	0.315789473684211	1386616	14	200308	0.8966	94.12	3.92
IndF.004_sub	46	0	11	0	0.901960784313726	0.289473684210526	1273787	46	166380	0.902	90.2	0
concoct.79	48	2	14	2	0.941176470588235	0.368421052631579	2863452	183	38633	0.8966	94.12	5.26
concoct.175	48	2	13	0	0.941176470588235	0.342105263157895	3489531	209	27293	0.8966	94.12	3.92
IndF_metabat_bins.253_sub	48	2	16	1	0.941176470588235	0.421052631578947	2390052	176	17714	0.8966	94.12	3.92
concoct.4	51	5	14	0	1	0.368421052631579	2531015	41	117829	0.8922	100	9.8
concoct.75	45	0	11	0	0.882352941176471	0.289473684210526	1053112	7	339656	0.8824	88.24	0
concoct.219	45	0	13	0	0.882352941176471	0.342105263157895	3968383	99	94643	0.8824	88.24	0
IndF_metabat_bins.209_sub	45	0	10	0	0.882352941176471	0.263157894736842	1468932	41	86131	0.8824	88.24	0
IndF_metabat_bins.34	45	0	13	0	0.882352941176471	0.342105263157895	1246362	49	33179	0.8824	88.24	0
IndF_metabat_bins.65	45	0	12	0	0.882352941176471	0.315789473684211	4385990	301	23000	0.8824	88.24	0
IndF_metabat_bins.192	46	1	12	0	0.901960784313726	0.315789473684211	1477504	71	32098	0.8791	90.2	1.96
concoct.14	47	2	10	0	0.92156862745098	0.263157894736842	2296296	90	45699	0.8764	92.16	3.92
IndF_metabat_bins.120	47	2	14	0	0.92156862745098	0.368421052631579	2029796	122	23986	0.8764	92.16	3.92
concoct.217_sub	48	3	12	1	0.941176470588235	0.315789473684211	2402022	145	23470	0.8743	94.12	5.88
IndF_metabat_bins.132	50	5	13	1	0.980392156862745	0.342105263157895	1559774	23	130521	0.8714	98.04	9.8
concoct.27_sub	51	6	11	2	1	0.289473684210526	3084841	205	27699	0.8706	100	11.76
concoct.114	44	0	12	1	0.862745098039216	0.315789473684211	1931211	465	4820	0.8627	86.27	2.63
concoct.74	45	1	11	2	0.882352941176471	0.289473684210526	2183215	421	6692	0.8592	88.24	5.26
concoct.96_sub	48	4	12	1	0.941176470588235	0.315789473684211	2157596	328	8230	0.852	94.12	7.84
concoct.33_sub	50	6	13	3	0.980392156862745	0.342105263157895	2198839	62	80435	0.8496	98.04	11.76
IndF_metabat_bins.38	43	0	12	0	0.843137254901961	0.315789473684211	1956953	70	41089	0.8431	84.31	0
IndF_metabat_bins.124	43	0	13	1	0.843137254901961	0.342105263157895	2078988	122	23669	0.8431	84.31	2.63
concoct.34	50	6	13	0	0.980392156862745	0.342105263157895	2947603	286	16307	0.8398	98.04	11.76
IndF_metabat_bins.146	45	2	12	0	0.882352941176471	0.315789473684211	1890416	97	29300	0.8361	88.24	3.92
concoct.107_sub	47	3	12	2	0.92156862745098	0.315789473684211	3130862	802	4709	0.8343	92.16	5.88
IndF_metabat_bins.82	46	3	14	1	0.901960784313726	0.368421052631579	2912912	357	10418	0.8334	90.2	5.88
concoct.82	47	4	12	1	0.92156862745098	0.315789473684211	2457498	263	13200	0.8313	92.16	7.84
concoct.8	42	0	7	1	0.823529411764706	0.184210526315789	948326	395	2381	0.8235	82.35	2.63
concoct.43	43	1	9	0	0.843137254901961	0.236842105263158	2171020	396	6869	0.8194	84.31	1.96
IndF_metabat_bins.52	44	2	12	0	0.862745098039216	0.315789473684211	1660207	57	45988	0.8159	86.27	3.92
IndF_metabat_bins.284	45	3	12	0	0.882352941176471	0.315789473684211	2363758	17	217173	0.8129	88.24	5.88
concoct.191	43	2	6	0	0.843137254901961	0.157894736842105	2202441	511	5240	0.7956	84.31	3.92
concoct.100_sub	40	0	10	0	0.784313725490196	0.263157894736842	1669710	279	7623	0.7843	78.43	0
IndF_metabat_bins.196	45	4	15	1	0.882352941176471	0.394736842105263	2589622	158	23416	0.78	88.24	7.84
IndF_metabat_bins.256_sub	42	2	10	2	0.823529411764706	0.263157894736842	1407322	45	75970	0.7655	82.35	5.26
concoct.105_sub	50	1	15	2	0.980392156862745	0.394736842105263	1674285	58	106683	0.9586	98.04	5.26
IndF_metabat_bins.170	40	1	10	0	0.784313725490196	0.263157894736842	984939	111	11678	0.7595	78.43	1.96
concoct.3	46	6	11	1	0.901960784313726	0.289473684210526	2800536	521	7222	0.7551	90.2	11.76
concoct.200	41	2	9	0	0.803921568627451	0.236842105263158	2581056	526	6439	0.755	80.39	3.92
IndF_metabat_bins.261	38	0	4	0	0.745098039215686	0.105263157894737	1379218	61	44889	0.7451	74.51	0
concoct.18	45	6	6	0	0.882352941176471	0.157894736842105	1739061	527	3608	0.7435	88.24	11.76
concoct.10	42	3	9	1	0.823529411764706	0.236842105263158	3871419	872	5129	0.7415	82.35	5.88
IndF_metabat_bins.121	36	0	8	0	0.705882352941177	0.210526315789474	1248225	48	35275	0.7059	70.59	0
IndF_metabat_bins.107	43	5	10	2	0.843137254901961	0.263157894736842	2963953	268	14574	0.7047	84.31	9.8
concoct.222	42	5	12	0	0.823529411764706	0.315789473684211	1722307	373	5595	0.7031	82.35	9.8
concoct.179	38	2	12	1	0.745098039215686	0.315789473684211	2472161	429	7139	0.6939	74.51	3.92
concoct.23_sub	36	1	6	0	0.705882352941177	0.157894736842105	1525086	595	2576	0.6794	70.59	1.96
IndF_metabat_bins.32_sub	38	3	8	1	0.745098039215686	0.210526315789474	1730717	254	8549	0.6683	74.51	5.88
concoct.154_sub	51	4	14	0	1	0.368421052631579	2790760	180	29778	0.8941	100	7.84
IndF.152_sub	36	0	5	0	0.705882352941177	0.131578947368421	1869806	72	25982	0.7059	70.59	0
IndF_metabat_bins.7	34	0	3	0	0.666666666666667	0.0789473684210526	644745	2	642713	0.6667	66.67	0
concoct.99_sub	42	4	11	2	0.823529411764706	0.289473684210526	5291862	315	38541	0.6978	82.35	7.84
concoct.86_sub	34	0	13	0	0.666666666666667	0.342105263157895	3813941	264	21540	0.6667	66.67	0
concoct.57_sub	48	12	12	4	0.941176470588235	0.315789473684211	3833592	557	7803	0.6539	94.12	23.53
IndF_metabat_bins.57_sub	47	12	13	1	0.92156862745098	0.342105263157895	3097892	439	8947	0.6507	92.16	23.53
IndF.186_sub	32	1	3	0	0.627450980392157	0.0789473684210526	2353160	120	19584	0.5989	62.75	1.96
concoct.17	33	2	9	0	0.647058823529412	0.236842105263158	2777149	792	4060	0.5911	64.71	3.92
IndF.228_sub	34	3	7	4	0.666666666666667	0.184210526315789	2202104	527	11370	0.5843	66.67	10.53
concoct.22	50	15	13	8	0.980392156862745	0.342105263157895	7441081	746	14835	0.5749	98.04	29.41
IndF.153_sub	29	0	4	0	0.568627450980392	0.105263157894737	1924627	63	30506	0.5686	56.86	0
IndF.210_sub	35	4	8	3	0.686274509803922	0.210526315789474	1461649	272	15253	0.5589	68.63	7.89
IndF.224_sub	30	1	5	0	0.588235294117647	0.131578947368421	2708317	278	9749	0.5584	58.82	1.96
IndF.166_sub	28	0	5	1	0.549019607843137	0.131578947368421	1194064	61	21785	0.549	54.9	2.63
concoct.211	28	0	7	0	0.549019607843137	0.184210526315789	1404777	445	3379	0.549	54.9	0
IndF.229_sub	29	1	3	0	0.568627450980392	0.0789473684210526	1830511	214	8522	0.5381	56.86	1.96
IndF_metabat_bins.299	27	0	3	0	0.529411764705882	0.0789473684210526	390337	9	63954	0.5294	52.94	0
concoct.90_sub	34	5	9	0	0.666666666666667	0.236842105263158	1954483	526	4311	0.5294	66.67	9.8
IndF_metabat_bins.84_sub	28	1	7	0	0.549019607843137	0.184210526315789	428724	74	6459	0.5178	54.9	1.96
IndF.086_sub	26	0	3	0	0.509803921568627	0.0789473684210526	185663	3	61760	0.5098	50.98	0
concoct.205_sub	49	4	13	1	0.96078431372549	0.342105263157895	2216997	66	60028	0.8726	96.08	7.84
IndF.173_sub	25	0	6	1	0.490196078431373	0.157894736842105	1736823	77	22593	0.4902	49.02	2.63
IndF.189_sub	25	0	2	0	0.490196078431373	0.0526315789473684	1232250	72	17122	0.4902	49.02	0
concoct.77	25	0	8	0	0.490196078431373	0.210526315789474	1160084	349	3687	0.4902	49.02	0
concoct.206	32	5	4	0	0.627450980392157	0.105263157894737	1240024	483	2685	0.4847	62.75	9.8
IndF.181_sub	26	1	8	1	0.509803921568627	0.210526315789474	4368735	824	5949	0.4769	50.98	2.63
IndF_metabat_bins.263_sub	24	0	3	0	0.470588235294118	0.0789473684210526	545446	22	42798	0.4706	47.06	0
IndF_metabat_bins.112_sub	30	4	11	0	0.588235294117647	0.289473684210526	2176036	155	20588	0.469	58.82	7.84
IndF.217_sub	27	1	2	0	0.529411764705882	0.0526315789473684	2025389	184	11011	0.4974	52.94	1.96
IndF.234_sub	36	9	6	1	0.705882352941177	0.157894736842105	2832251	366	7740	0.4676	70.59	17.65
IndF_metabat_bins.297_sub	23	0	9	0	0.450980392156863	0.236842105263158	1535541	203	9934	0.451	45.1	0
IndF.141_sub	22	0	5	0	0.431372549019608	0.131578947368421	1363481	38	35973	0.4314	43.14	0
IndF.219_sub	22	0	4	0	0.431372549019608	0.105263157894737	1042657	93	11231	0.4314	43.14	0
IndF_metabat_bins.147_sub	22	0	8	0	0.431372549019608	0.210526315789474	1699716	384	5129	0.4314	43.14	0
IndF.221_sub	27	3	8	1	0.529411764705882	0.210526315789474	2140832	373	10026	0.4235	52.94	5.88
concoct.218_sub	31	6	3	0	0.607843137254902	0.0789473684210526	1009824	458	2153	0.4133	60.78	11.76
IndF_metabat_bins.116_sub	21	0	13	0	0.411764705882353	0.342105263157895	1500429	62	31477	0.4118	41.18	0
concoct.12_sub	21	0	5	0	0.411764705882353	0.131578947368421	1057016	414	2564	0.4118	41.18	0
concoct.19_sub	26	3	2	0	0.509803921568627	0.0526315789473684	1020541	389	2619	0.4112	50.98	5.88
concoct.193_sub	20	0	11	0	0.392156862745098	0.289473684210526	1660017	467	4054	0.3922	39.22	0
IndF.192_sub	23	2	6	1	0.450980392156863	0.157894736842105	4373838	794	15742	0.3792	45.1	3.92
IndF.230_sub	25	3	3	0	0.490196078431373	0.0789473684210526	3392566	416	8178	0.379	49.02	5.88
concoct.37_sub	47	18	13	7	0.92156862745098	0.342105263157895	5683559	2299	2535	0.3879	92.16	35.29
IndF_metabat_bins.278_sub	19	0	9	0	0.372549019607843	0.236842105263158	1807305	38	80058	0.3725	37.25	0
concoct.16_sub	19	0	3	0	0.372549019607843	0.0789473684210526	974385	397	2489	0.3725	37.25	0
IndF_metabat_bins.128_sub	24	3	10	1	0.470588235294118	0.263157894736842	1773804	124	21626	0.3662	47.06	5.88
IndF_metabat_bins.91_sub	22	2	6	0	0.431372549019608	0.157894736842105	2525532	293	14078	0.3572	43.14	3.92
IndF_metabat_bins.254_sub	18	0	10	1	0.352941176470588	0.263157894736842	2510302	66	71104	0.3529	35.29	2.63
concoct.220_sub	18	0	6	0	0.352941176470588	0.157894736842105	873149	341	2642	0.3529	35.29	0
concoct.130_sub	20	1	8	0	0.392156862745098	0.210526315789474	2132625	375	6790	0.3524	39.22	1.96
IndF.231_sub	24	3	6	1	0.470588235294118	0.157894736842105	4436410	1056	6528	0.3564	47.06	5.88
concoct.184_sub	37	11	12	4	0.725490196078431	0.315789473684211	4282381	322	20663	0.4099	72.55	21.57
